"film_title","actor_name","cat_name"
"SLING LUKE","GREG CHAPLIN","Classics"
"SLING LUKE","ED MANSFIELD","Classics"
"SNATCHERS MONTEZUMA","JOE SWANK","Classics"
"SNATCHERS MONTEZUMA","TIM HACKMAN","Classics"
"SNATCHERS MONTEZUMA","GOLDIE BRODY","Classics"
"SNATCHERS MONTEZUMA","FAY KILMER","Classics"
"SNATCHERS MONTEZUMA","SPENCER DEPP","Classics"
"SNATCHERS MONTEZUMA","KENNETH HOFFMAN","Classics"
"SNATCHERS MONTEZUMA","ROCK DUKAKIS","Classics"
"SNATCHERS MONTEZUMA","BELA WALKEN","Classics"
"SNATCHERS MONTEZUMA","REESE WEST","Classics"
"SPIKING ELEMENT","DARYL WAHLBERG","Classics"
"SPIKING ELEMENT","SUSAN DAVIS","Classics"
"SPIKING ELEMENT","WALTER TORN","Classics"
"SPIKING ELEMENT","WILLIAM HACKMAN","Classics"
"SPIKING ELEMENT","DEBBIE AKROYD","Classics"
"SPIKING ELEMENT","BURT TEMPLE","Classics"
"STEEL SANTA","UMA WOOD","Classics"
"STEEL SANTA","JAMES PITT","Classics"
"STEEL SANTA","MARY KEITEL","Classics"
"SUMMER SCARFACE","ALEC WAYNE","Classics"
"SUMMER SCARFACE","DAN HARRIS","Classics"
"SUMMER SCARFACE","DUSTIN TAUTOU","Classics"
"SUMMER SCARFACE","ANGELINA ASTAIRE","Classics"
"SUMMER SCARFACE","MEG HAWKE","Classics"
"SUMMER SCARFACE","EWAN GOODING","Classics"
"SUMMER SCARFACE","CATE HARRIS","Classics"
"SUMMER SCARFACE","RUSSELL CLOSE","Classics"
"TADPOLE PARK","HELEN VOIGHT","Classics"
"TADPOLE PARK","ADAM GRANT","Classics"
"TADPOLE PARK","ELLEN PRESLEY","Classics"
"TADPOLE PARK","GENE WILLIS","Classics"
"TADPOLE PARK","GRETA MALDEN","Classics"
"TADPOLE PARK","JEFF SILVERSTONE","Classics"
"TADPOLE PARK","MATTHEW CARREY","Classics"
"TADPOLE PARK","AUDREY BAILEY","Classics"
"TIMBERLAND SKY","GARY PHOENIX","Classics"
"TIMBERLAND SKY","JUDE CRUISE","Classics"
"TIMBERLAND SKY","BEN HARRIS","Classics"
"TIMBERLAND SKY","CHRISTOPHER WEST","Classics"
"TOMORROW HUSTLER","MATTHEW JOHANSSON","Classics"
"TOMORROW HUSTLER","REESE KILMER","Classics"
"TOMORROW HUSTLER","GARY PHOENIX","Classics"
"TOMORROW HUSTLER","MINNIE ZELLWEGER","Classics"
"TOMORROW HUSTLER","MATTHEW LEIGH","Classics"
"TOMORROW HUSTLER","GEOFFREY HESTON","Classics"
"TOWERS HURRICANE","CATE MCQUEEN","Classics"
"TOWERS HURRICANE","ADAM HOPPER","Classics"
"TOWERS HURRICANE","RUSSELL TEMPLE","Classics"
"TOWERS HURRICANE","CUBA BIRCH","Classics"
"VOLUME HOUSE","AUDREY OLIVIER","Classics"
"VOLUME HOUSE","GARY PENN","Classics"
"VOLUME HOUSE","KENNETH TORN","Classics"
"VOLUME HOUSE","CHRIS DEPP","Classics"
"VOLUME HOUSE","REESE WEST","Classics"
"VOYAGE LEGALLY","CARMEN HUNT","Classics"
"VOYAGE LEGALLY","JAYNE NEESON","Classics"
"VOYAGE LEGALLY","ANGELA HUDSON","Classics"
"VOYAGE LEGALLY","MARY TANDY","Classics"
"VOYAGE LEGALLY","MEG HAWKE","Classics"
"WASTELAND DIVINE","LUCILLE TRACY","Classics"
"WASTELAND DIVINE","CAMERON ZELLWEGER","Classics"
"WASTELAND DIVINE","DARYL CRAWFORD","Classics"
"WASTELAND DIVINE","JAYNE NOLTE","Classics"
"WASTELAND DIVINE","AL GARLAND","Classics"
"WASTELAND DIVINE","JAYNE SILVERSTONE","Classics"
"WESTWARD SEABISCUIT","PENELOPE GUINESS","Classics"
"WESTWARD SEABISCUIT","VIVIEN BERGEN","Classics"
"WESTWARD SEABISCUIT","PENELOPE PINKETT","Classics"
"WESTWARD SEABISCUIT","CHARLIZE DENCH","Classics"
"WESTWARD SEABISCUIT","KEVIN GARLAND","Classics"
"WESTWARD SEABISCUIT","LUCILLE DEE","Classics"
"AIRPLANE SIERRA","JIM MOSTEL","Comedy"
"AIRPLANE SIERRA","RICHARD PENN","Comedy"
"AIRPLANE SIERRA","OPRAH KILMER","Comedy"
"AIRPLANE SIERRA","MENA HOPPER","Comedy"
"AIRPLANE SIERRA","MICHAEL BOLGER","Comedy"
"ANTHEM LUKE","MILLA KEITEL","Comedy"
"ANTHEM LUKE","OPRAH KILMER","Comedy"
"BRINGING HYSTERICAL","FRANCES DAY-LEWIS","Comedy"
"BRINGING HYSTERICAL","ANGELA WITHERSPOON","Comedy"
"CAPER MOTIONS","HELEN VOIGHT","Comedy"
"CAPER MOTIONS","AUDREY OLIVIER","Comedy"
"CAPER MOTIONS","VAL BOLGER","Comedy"
"CAPER MOTIONS","CHRISTIAN AKROYD","Comedy"
"CAPER MOTIONS","KEVIN GARLAND","Comedy"
"CAPER MOTIONS","CATE MCQUEEN","Comedy"
"CAPER MOTIONS","BURT TEMPLE","Comedy"
"CAT CONEHEADS","HELEN VOIGHT","Comedy"
"CAT CONEHEADS","ANGELA WITHERSPOON","Comedy"
"CAT CONEHEADS","LAURA BRODY","Comedy"
"CAT CONEHEADS","RENEE BALL","Comedy"
"CLOSER BANG","KIRSTEN PALTROW","Comedy"
"CLOSER BANG","JODIE DEGENERES","Comedy"
"CLOSER BANG","RUSSELL TEMPLE","Comedy"
"CLOSER BANG","GRETA MALDEN","Comedy"
"CLOSER BANG","ED GUINESS","Comedy"
"CLOSER BANG","JULIA FAWCETT","Comedy"
"CONNECTION MICROCOSMOS","CAMERON STREEP","Comedy"
"CONNECTION MICROCOSMOS","NATALIE HOPKINS","Comedy"
"CONNECTION MICROCOSMOS","SCARLETT DAMON","Comedy"
"CONNECTION MICROCOSMOS","RENEE TRACY","Comedy"
"CONNECTION MICROCOSMOS","FAY WINSLET","Comedy"
"CONNECTION MICROCOSMOS","RUSSELL TEMPLE","Comedy"
"CONNECTION MICROCOSMOS","VIVIEN BASINGER","Comedy"
"CONTROL ANTHEM","BOB FAWCETT","Comedy"
"CONTROL ANTHEM","AUDREY OLIVIER","Comedy"
"CONTROL ANTHEM","CHARLIZE DENCH","Comedy"
"CRAZY HOME","SISSY SOBIESKI","Comedy"
"CRAZY HOME","WOODY JOLIE","Comedy"
"CRAZY HOME","MEG HAWKE","Comedy"
"CRAZY HOME","RUSSELL BACALL","Comedy"
"CRAZY HOME","MORGAN MCDORMAND","Comedy"
"CRAZY HOME","ALBERT NOLTE","Comedy"
"CRAZY HOME","CATE HARRIS","Comedy"
"CRAZY HOME","RUSSELL TEMPLE","Comedy"
"CRAZY HOME","VIVIEN BASINGER","Comedy"
"CRAZY HOME","HARVEY HOPE","Comedy"
"CRAZY HOME","WILL WILSON","Comedy"
"CRAZY HOME","ALAN DREYFUSS","Comedy"
"CRAZY HOME","GENE MCKELLEN","Comedy"
"DADDY PITTSBURGH","JOHNNY LOLLOBRIGIDA","Comedy"
"DADDY PITTSBURGH","KENNETH PALTROW","Comedy"
"DADDY PITTSBURGH","MICHELLE MCCONAUGHEY","Comedy"
"DADDY PITTSBURGH","KEVIN GARLAND","Comedy"
"DADDY PITTSBURGH","DARYL CRAWFORD","Comedy"
"DOOM DANCING","CAMERON STREEP","Comedy"
"DOOM DANCING","NICK STALLONE","Comedy"
"DOOM DANCING","CHRISTIAN AKROYD","Comedy"
"DOOM DANCING","JESSICA BAILEY","Comedy"
"DOOM DANCING","MAE HOFFMAN","Comedy"
"DOOM DANCING","WOODY JOLIE","Comedy"
"DOOM DANCING","WARREN NOLTE","Comedy"
"DOOM DANCING","CHRIS DEPP","Comedy"
"DOWNHILL ENOUGH","WOODY JOLIE","Comedy"
"DOWNHILL ENOUGH","BEN WILLIS","Comedy"
"DOWNHILL ENOUGH","DARYL CRAWFORD","Comedy"
"DOWNHILL ENOUGH","HARVEY HOPE","Comedy"
"DYING MAKER","GROUCHO SINATRA","Comedy"
"DYING MAKER","MICHAEL BOLGER","Comedy"
"ELEMENT FREDDY","KIRK JOVOVICH","Comedy"
"ELEMENT FREDDY","ANGELA HUDSON","Comedy"
"ELEMENT FREDDY","MERYL GIBSON","Comedy"
"ELEMENT FREDDY","BELA WALKEN","Comedy"
"FERRIS MOTHER","SISSY SOBIESKI","Comedy"
"FIREBALL PHILADELPHIA","VAL BOLGER","Comedy"
"FIREBALL PHILADELPHIA","JUDE CRUISE","Comedy"
"FIREBALL PHILADELPHIA","ADAM GRANT","Comedy"
"FIREBALL PHILADELPHIA","JAMES PITT","Comedy"
"FIREBALL PHILADELPHIA","FRANCES TOMEI","Comedy"
"FLINTSTONES HAPPINESS","ALBERT NOLTE","Comedy"
"FLINTSTONES HAPPINESS","HUMPHREY WILLIS","Comedy"
"FLINTSTONES HAPPINESS","DEBBIE AKROYD","Comedy"
"FLINTSTONES HAPPINESS","BELA WALKEN","Comedy"
"FRANKENSTEIN STRANGER","SCARLETT DAMON","Comedy"
"FRANKENSTEIN STRANGER","BEN HARRIS","Comedy"
"FREEDOM CLEOPATRA","CAMERON STREEP","Comedy"
"FREEDOM CLEOPATRA","ALEC WAYNE","Comedy"
"FREEDOM CLEOPATRA","TOM MCKELLEN","Comedy"
"FREEDOM CLEOPATRA","RAY JOHANSSON","Comedy"
"FREEDOM CLEOPATRA","CHRISTOPHER BERRY","Comedy"
"GOLD RIVER","GROUCHO DUNST","Comedy"
"GOLD RIVER","RUSSELL TEMPLE","Comedy"
"GROUNDHOG UNCUT","UMA WOOD","Comedy"
"GROUNDHOG UNCUT","JULIA BARRYMORE","Comedy"
"GROUNDHOG UNCUT","JAYNE NEESON","Comedy"
"GROUNDHOG UNCUT","ADAM GRANT","Comedy"
"GROUNDHOG UNCUT","SEAN GUINESS","Comedy"
"GROUNDHOG UNCUT","RICHARD PENN","Comedy"
"GROUNDHOG UNCUT","GROUCHO WILLIAMS","Comedy"
"GUNFIGHT MOON","CARMEN HUNT","Comedy"
"GUNFIGHT MOON","GINA DEGENERES","Comedy"
"GUNFIGHT MOON","KEVIN GARLAND","Comedy"
"GUNFIGHT MOON","RUSSELL CLOSE","Comedy"
"HATE HANDICAP","BOB FAWCETT","Comedy"
"HATE HANDICAP","KEVIN BLOOM","Comedy"
"HATE HANDICAP","RIVER DEAN","Comedy"
"HEAVEN FREEDOM","BURT DUKAKIS","Comedy"
"HEAVEN FREEDOM","KIRK JOVOVICH","Comedy"
"HEAVEN FREEDOM","CHARLIZE DENCH","Comedy"
"HEAVEN FREEDOM","ADAM HOPPER","Comedy"
"HEAVEN FREEDOM","RICHARD PENN","Comedy"
"HEAVEN FREEDOM","MORGAN WILLIAMS","Comedy"
"HEAVEN FREEDOM","ALBERT JOHANSSON","Comedy"
"HEAVEN FREEDOM","FAY WINSLET","Comedy"
"HEAVEN FREEDOM","OPRAH KILMER","Comedy"
"HEAVEN FREEDOM","GREGORY GOODING","Comedy"
"HEDWIG ALTER","JAYNE NEESON","Comedy"
"HEDWIG ALTER","JAMES PITT","Comedy"
"HEDWIG ALTER","GENE HOPKINS","Comedy"
"HEDWIG ALTER","DEBBIE AKROYD","Comedy"
"HURRICANE AFFAIR","KIRSTEN AKROYD","Comedy"
"HURRICANE AFFAIR","RUSSELL BACALL","Comedy"
"HURRICANE AFFAIR","FAY WINSLET","Comedy"
"HUSTLER PARTY","ALEC WAYNE","Comedy"
"HUSTLER PARTY","ANGELINA ASTAIRE","Comedy"
"HUSTLER PARTY","MINNIE KILMER","Comedy"
"HUSTLER PARTY","CHRISTOPHER WEST","Comedy"
"JAWS HARRY","HELEN VOIGHT","Comedy"
"JAWS HARRY","LUCILLE TRACY","Comedy"
"JAWS HARRY","PARKER GOLDBERG","Comedy"
"JAWS HARRY","MINNIE ZELLWEGER","Comedy"
"JAWS HARRY","GRETA KEITEL","Comedy"
"KNOCK WARLOCK","CUBA OLIVIER","Comedy"
"KNOCK WARLOCK","WOODY HOFFMAN","Comedy"
"KNOCK WARLOCK","AUDREY OLIVIER","Comedy"
"KNOCK WARLOCK","TOM MIRANDA","Comedy"
"KNOCK WARLOCK","REESE KILMER","Comedy"
"KNOCK WARLOCK","JUDE CRUISE","Comedy"
"LIFE TWISTED","CHRISTIAN GABLE","Comedy"
"LIFE TWISTED","UMA WOOD","Comedy"
"LIFE TWISTED","MINNIE ZELLWEGER","Comedy"
"LIFE TWISTED","DARYL WAHLBERG","Comedy"
"LIFE TWISTED","CHRISTOPHER WEST","Comedy"
"LIFE TWISTED","GENE MCKELLEN","Comedy"
"LIFE TWISTED","MATTHEW CARREY","Comedy"
"LIFE TWISTED","REESE WEST","Comedy"
"LION UNCUT","UMA WOOD","Comedy"
"LION UNCUT","PENELOPE PINKETT","Comedy"
"LION UNCUT","BELA WALKEN","Comedy"
"LONELY ELEPHANT","RIP CRAWFORD","Comedy"
"LONELY ELEPHANT","VAL BOLGER","Comedy"
"LONELY ELEPHANT","KENNETH PALTROW","Comedy"
"LONELY ELEPHANT","BEN WILLIS","Comedy"
"LONELY ELEPHANT","JAMES PITT","Comedy"
"LONELY ELEPHANT","CHARLIZE DENCH","Comedy"
"LONELY ELEPHANT","SEAN GUINESS","Comedy"
"LONELY ELEPHANT","WALTER TORN","Comedy"
"LONELY ELEPHANT","EWAN GOODING","Comedy"
"LONELY ELEPHANT","GROUCHO WILLIAMS","Comedy"
"LONELY ELEPHANT","ALAN DREYFUSS","Comedy"
"LONELY ELEPHANT","ROCK DUKAKIS","Comedy"
"MALLRATS UNITED","NICK WAHLBERG","Comedy"
"MALLRATS UNITED","VAL BOLGER","Comedy"
"MALLRATS UNITED","CAMERON ZELLWEGER","Comedy"
"MALLRATS UNITED","VIVIEN BASINGER","Comedy"
"MALLRATS UNITED","MARY KEITEL","Comedy"
"MEMENTO ZOOLANDER","TOM MIRANDA","Comedy"
"MEMENTO ZOOLANDER","ANGELINA ASTAIRE","Comedy"
"MEMENTO ZOOLANDER","KIRSTEN AKROYD","Comedy"
"MEMENTO ZOOLANDER","SUSAN DAVIS","Comedy"
"MEMENTO ZOOLANDER","ALBERT NOLTE","Comedy"
"MEMENTO ZOOLANDER","MARY KEITEL","Comedy"
"MULAN MOON","NICK STALLONE","Comedy"
"MULAN MOON","ANGELINA ASTAIRE","Comedy"
"MULAN MOON","GRETA MALDEN","Comedy"
"MULAN MOON","MATTHEW CARREY","Comedy"
"MULAN MOON","JULIA FAWCETT","Comedy"
"MYSTIC TRUMAN","SCARLETT DAMON","Comedy"
"MYSTIC TRUMAN","KEVIN GARLAND","Comedy"
"MYSTIC TRUMAN","RIVER DEAN","Comedy"
"MYSTIC TRUMAN","HUMPHREY WILLIS","Comedy"
"OPERATION OPERATION","CHRISTIAN AKROYD","Comedy"
"OPERATION OPERATION","ADAM GRANT","Comedy"
"OPERATION OPERATION","GREGORY GOODING","Comedy"
"PARADISE SABRINA","JODIE DEGENERES","Comedy"
"PARADISE SABRINA","PENELOPE CRONYN","Comedy"
"PARADISE SABRINA","SYLVESTER DERN","Comedy"
"PARADISE SABRINA","JEFF SILVERSTONE","Comedy"
"PARTY KNOCK","RIVER DEAN","Comedy"
"PARTY KNOCK","CHRIS DEPP","Comedy"
"PERFECT GROOVE","KARL BERRY","Comedy"
"PERFECT GROOVE","NATALIE HOPKINS","Comedy"
"PERFECT GROOVE","BEN WILLIS","Comedy"
"PERFECT GROOVE","JIM MOSTEL","Comedy"
"PERFECT GROOVE","JAYNE NOLTE","Comedy"
"PERFECT GROOVE","LAURENCE BULLOCK","Comedy"
"PINOCCHIO SIMON","KIRSTEN PALTROW","Comedy"
"PINOCCHIO SIMON","REESE KILMER","Comedy"
"PINOCCHIO SIMON","RALPH CRUZ","Comedy"
"PINOCCHIO SIMON","ELLEN PRESLEY","Comedy"
"PINOCCHIO SIMON","CAMERON ZELLWEGER","Comedy"
"PINOCCHIO SIMON","MORGAN HOPKINS","Comedy"
"PINOCCHIO SIMON","RIVER DEAN","Comedy"
"PINOCCHIO SIMON","BEN HARRIS","Comedy"
"PINOCCHIO SIMON","MERYL GIBSON","Comedy"
"PINOCCHIO SIMON","LAURA BRODY","Comedy"
"PINOCCHIO SIMON","JOHN SUVARI","Comedy"
"PURE RUNNER","CAMERON STREEP","Comedy"
"PURE RUNNER","MILLA KEITEL","Comedy"
"RUSHMORE MERMAID","NICK WAHLBERG","Comedy"
"RUSHMORE MERMAID","MILLA PECK","Comedy"
"RUSHMORE MERMAID","JOHNNY CAGE","Comedy"
"RUSHMORE MERMAID","PENELOPE PINKETT","Comedy"
"RUSHMORE MERMAID","HENRY BERRY","Comedy"
"RUSHMORE MERMAID","HARRISON BALE","Comedy"
"RUSHMORE MERMAID","FAY WOOD","Comedy"
"SADDLE ANTITRUST","BOB FAWCETT","Comedy"
"SADDLE ANTITRUST","ADAM HOPPER","Comedy"
"SADDLE ANTITRUST","MINNIE KILMER","Comedy"
"SATURN NAME","ANGELINA ASTAIRE","Comedy"
"SATURN NAME","CHRIS BRIDGES","Comedy"
"SEARCHERS WAIT","SUSAN DAVIS","Comedy"
"SEARCHERS WAIT","GINA DEGENERES","Comedy"
"SEARCHERS WAIT","CATE MCQUEEN","Comedy"
"SEARCHERS WAIT","ROCK DUKAKIS","Comedy"
"SNATCH SLIPPER","SCARLETT BENING","Comedy"
"SNATCH SLIPPER","CATE MCQUEEN","Comedy"
"SNATCH SLIPPER","RITA REYNOLDS","Comedy"
"STAGE WORLD","WALTER TORN","Comedy"
"STAGE WORLD","BELA WALKEN","Comedy"
"STRICTLY SCARFACE","GREG CHAPLIN","Comedy"
"STRICTLY SCARFACE","DARYL CRAWFORD","Comedy"
"STRICTLY SCARFACE","WHOOPI HURT","Comedy"
"STRICTLY SCARFACE","ALAN DREYFUSS","Comedy"
"SUBMARINE BED","JENNIFER DAVIS","Comedy"
"SUBMARINE BED","PENELOPE PINKETT","Comedy"
"SUBMARINE BED","CHRISTIAN AKROYD","Comedy"
"SUBMARINE BED","RALPH CRUZ","Comedy"
"SUBMARINE BED","SEAN GUINESS","Comedy"
"SUBMARINE BED","SIDNEY CROWE","Comedy"
"SUBMARINE BED","GROUCHO DUNST","Comedy"
"SUBMARINE BED","WARREN JACKMAN","Comedy"
"SUBMARINE BED","SCARLETT BENING","Comedy"
"SUBMARINE BED","GREGORY GOODING","Comedy"
"SUBMARINE BED","MARY KEITEL","Comedy"
"SWEDEN SHINING","KARL BERRY","Comedy"
"SWEDEN SHINING","KEVIN BLOOM","Comedy"
"SWEDEN SHINING","MARY TANDY","Comedy"
"SWEDEN SHINING","ALBERT JOHANSSON","Comedy"
"SWEDEN SHINING","MARY KEITEL","Comedy"
"TRAINSPOTTING STRANGERS","GREG CHAPLIN","Comedy"
"TRAINSPOTTING STRANGERS","GINA DEGENERES","Comedy"
"TRAINSPOTTING STRANGERS","RITA REYNOLDS","Comedy"
"TRAINSPOTTING STRANGERS","RUSSELL TEMPLE","Comedy"
"TRAMP OTHERS","RIP CRAWFORD","Comedy"
"TRAMP OTHERS","SIDNEY CROWE","Comedy"
"TRAMP OTHERS","JADA RYDER","Comedy"
"TRAMP OTHERS","RIVER DEAN","Comedy"
"TRAMP OTHERS","RENEE BALL","Comedy"
"TRAMP OTHERS","BELA WALKEN","Comedy"
"VALLEY PACKER","TOM MIRANDA","Comedy"
"VALLEY PACKER","CAMERON WRAY","Comedy"
"VALLEY PACKER","BEN WILLIS","Comedy"
"VALLEY PACKER","SUSAN DAVIS","Comedy"
"VELVET TERMINATOR","ZERO CAGE","Comedy"
"VELVET TERMINATOR","JOHNNY CAGE","Comedy"
"VELVET TERMINATOR","ANGELA HUDSON","Comedy"
"VELVET TERMINATOR","SEAN WILLIAMS","Comedy"
"VELVET TERMINATOR","CARY MCCONAUGHEY","Comedy"
"VELVET TERMINATOR","CUBA ALLEN","Comedy"
"VELVET TERMINATOR","DARYL CRAWFORD","Comedy"
"VELVET TERMINATOR","MINNIE KILMER","Comedy"
"VELVET TERMINATOR","MERYL ALLEN","Comedy"
"VERTIGO NORTHWEST","PENELOPE GUINESS","Comedy"
"VERTIGO NORTHWEST","DAN STREEP","Comedy"
"VERTIGO NORTHWEST","WARREN JACKMAN","Comedy"
"VERTIGO NORTHWEST","BELA WALKEN","Comedy"
"WISDOM WORKER","SISSY SOBIESKI","Comedy"
"WISDOM WORKER","REESE KILMER","Comedy"
"WISDOM WORKER","WOODY JOLIE","Comedy"
"WISDOM WORKER","JIM MOSTEL","Comedy"
"WISDOM WORKER","SUSAN DAVIS","Comedy"
"WISDOM WORKER","LAURA BRODY","Comedy"
"WISDOM WORKER","WILLIAM HACKMAN","Comedy"
"ZORRO ARK","IAN TANDY","Comedy"
"ZORRO ARK","NICK DEGENERES","Comedy"
"ZORRO ARK","LISA MONROE","Comedy"
"ACADEMY DINOSAUR","PENELOPE GUINESS","Documentary"
"ACADEMY DINOSAUR","CHRISTIAN GABLE","Documentary"
"ACADEMY DINOSAUR","LUCILLE TRACY","Documentary"
"ACADEMY DINOSAUR","SANDRA PECK","Documentary"
"ACADEMY DINOSAUR","JOHNNY CAGE","Documentary"
"ACADEMY DINOSAUR","MENA TEMPLE","Documentary"
"ACADEMY DINOSAUR","WARREN NOLTE","Documentary"
"ACADEMY DINOSAUR","OPRAH KILMER","Documentary"
"ACADEMY DINOSAUR","ROCK DUKAKIS","Documentary"
"ACADEMY DINOSAUR","MARY KEITEL","Documentary"
"ADAPTATION HOLES","NICK WAHLBERG","Documentary"
"ADAPTATION HOLES","BOB FAWCETT","Documentary"
"ADAPTATION HOLES","CAMERON STREEP","Documentary"
"ADAPTATION HOLES","RAY JOHANSSON","Documentary"
"ADAPTATION HOLES","JULIANNE DENCH","Documentary"
"ARMY FLINTSTONES","ED CHASE","Documentary"
"ARMY FLINTSTONES","CARY MCCONAUGHEY","Documentary"
"ARMY FLINTSTONES","MAE HOFFMAN","Documentary"
"ARMY FLINTSTONES","GENE WILLIS","Documentary"
"ARMY FLINTSTONES","PENELOPE CRONYN","Documentary"
"ARMY FLINTSTONES","MATTHEW CARREY","Documentary"
"ARMY FLINTSTONES","RUSSELL CLOSE","Documentary"
"BEACH HEARTBREAKERS","WOODY HOFFMAN","Documentary"
"BEACH HEARTBREAKERS","NICK STALLONE","Documentary"
"BEACH HEARTBREAKERS","MENA TEMPLE","Documentary"
"BEACH HEARTBREAKERS","BEN WILLIS","Documentary"
"BEACH HEARTBREAKERS","GENE WILLIS","Documentary"
"BEACH HEARTBREAKERS","FRANCES TOMEI","Documentary"
"BEACH HEARTBREAKERS","HARVEY HOPE","Documentary"
"BED HIGHBALL","JENNIFER DAVIS","Documentary"
"BED HIGHBALL","GINA DEGENERES","Documentary"
"BED HIGHBALL","SUSAN DAVIS","Documentary"
"BED HIGHBALL","ALBERT NOLTE","Documentary"
"BED HIGHBALL","AUDREY BAILEY","Documentary"
"BILL OTHERS","DUSTIN TAUTOU","Documentary"
"BILL OTHERS","MINNIE ZELLWEGER","Documentary"
"BILL OTHERS","CHRIS BRIDGES","Documentary"
"BILL OTHERS","RUSSELL TEMPLE","Documentary"
"BILL OTHERS","AL GARLAND","Documentary"
"BILL OTHERS","LAURENCE BULLOCK","Documentary"
"BONNIE HOLOCAUST","JOHNNY LOLLOBRIGIDA","Documentary"
"BONNIE HOLOCAUST","JULIA MCQUEEN","Documentary"
"BONNIE HOLOCAUST","HENRY BERRY","Documentary"
"BONNIE HOLOCAUST","MINNIE ZELLWEGER","Documentary"
"BONNIE HOLOCAUST","SUSAN DAVIS","Documentary"
"BONNIE HOLOCAUST","FRANCES TOMEI","Documentary"
"BONNIE HOLOCAUST","FAY WINSLET","Documentary"
"BONNIE HOLOCAUST","OPRAH KILMER","Documentary"
"BONNIE HOLOCAUST","ED GUINESS","Documentary"
"BROTHERHOOD BLANKET","FRED COSTNER","Documentary"
"BROTHERHOOD BLANKET","FRANCES DAY-LEWIS","Documentary"
"BROTHERHOOD BLANKET","JUDE CRUISE","Documentary"
"BROTHERHOOD BLANKET","JAYNE NEESON","Documentary"
"BROTHERHOOD BLANKET","DARYL CRAWFORD","Documentary"
"CAUSE DATE","PENELOPE PINKETT","Documentary"
"CAUSE DATE","DUSTIN TAUTOU","Documentary"
"CAUSE DATE","JAYNE NEESON","Documentary"
"CAUSE DATE","WILLIAM HACKMAN","Documentary"
"CAUSE DATE","JAYNE SILVERSTONE","Documentary"
"CAUSE DATE","REESE WEST","Documentary"
"CHICKEN HELLFIGHTERS","KIRSTEN PALTROW","Documentary"
"CHICKEN HELLFIGHTERS","HENRY BERRY","Documentary"
"CIDER DESIRE","JULIA MCQUEEN","Documentary"
"CIDER DESIRE","JODIE DEGENERES","Documentary"
"CIDER DESIRE","FRANCES DAY-LEWIS","Documentary"
"CIDER DESIRE","PENELOPE PINKETT","Documentary"
"CIDER DESIRE","JON CHASE","Documentary"
"CLERKS ANGELS","PENELOPE CRONYN","Documentary"
"CLERKS ANGELS","SUSAN DAVIS","Documentary"
"CLERKS ANGELS","ADAM HOPPER","Documentary"
"CLERKS ANGELS","BELA WALKEN","Documentary"
"COAST RAINBOW","BETTE NICHOLSON","Documentary"
"COAST RAINBOW","CAMERON STREEP","Documentary"
"COAST RAINBOW","SISSY SOBIESKI","Documentary"
"COAST RAINBOW","REESE KILMER","Documentary"
"COAST RAINBOW","FRANCES DAY-LEWIS","Documentary"
"COAST RAINBOW","ANGELA WITHERSPOON","Documentary"
"COAST RAINBOW","OPRAH KILMER","Documentary"
"COAST RAINBOW","LISA MONROE","Documentary"
"COAST RAINBOW","BURT TEMPLE","Documentary"
"COAST RAINBOW","REESE WEST","Documentary"
"CUPBOARD SINNERS","HELEN VOIGHT","Documentary"
"CUPBOARD SINNERS","CAMERON STREEP","Documentary"
"CUPBOARD SINNERS","TIM HACKMAN","Documentary"
"CUPBOARD SINNERS","CHRISTIAN AKROYD","Documentary"
"CUPBOARD SINNERS","SPENCER PECK","Documentary"
"CUPBOARD SINNERS","MATTHEW LEIGH","Documentary"
"CUPBOARD SINNERS","FRANCES TOMEI","Documentary"
"CUPBOARD SINNERS","JADA RYDER","Documentary"
"DANCING FEVER","KENNETH TORN","Documentary"
"DANCING FEVER","MATTHEW LEIGH","Documentary"
"DANCING FEVER","JANE JACKMAN","Documentary"
"DANCING FEVER","JAYNE NOLTE","Documentary"
"DANCING FEVER","LAURA BRODY","Documentary"
"DANCING FEVER","ROCK DUKAKIS","Documentary"
"DEEP CRUSADE","TIM HACKMAN","Documentary"
"DEEP CRUSADE","REESE KILMER","Documentary"
"DEEP CRUSADE","SCARLETT DAMON","Documentary"
"DEEP CRUSADE","WARREN NOLTE","Documentary"
"DEEP CRUSADE","GENE HOPKINS","Documentary"
"DEEP CRUSADE","OLYMPIA PFEIFFER","Documentary"
"DEEP CRUSADE","GREGORY GOODING","Documentary"
"DELIVERANCE MULHOLLAND","FRED COSTNER","Documentary"
"DELIVERANCE MULHOLLAND","MATTHEW LEIGH","Documentary"
"DELIVERANCE MULHOLLAND","HUMPHREY GARLAND","Documentary"
"DOZEN LION","NATALIE HOPKINS","Documentary"
"DOZEN LION","CAMERON WRAY","Documentary"
"DOZEN LION","JADA RYDER","Documentary"
"DOZEN LION","BEN HARRIS","Documentary"
"DOZEN LION","LAURA BRODY","Documentary"
"DOZEN LION","KENNETH HOFFMAN","Documentary"
"DUFFEL APOCALYPSE","CARY MCCONAUGHEY","Documentary"
"DUFFEL APOCALYPSE","GROUCHO SINATRA","Documentary"
"DUFFEL APOCALYPSE","EWAN GOODING","Documentary"
"EGG IGBY","LUCILLE TRACY","Documentary"
"EGG IGBY","TOM MCKELLEN","Documentary"
