"amount_per_transaction","customer_id","cust_avg_payment"
"4.99","314","3.990000"
"0.99","314","3.990000"
"5.99","314","3.990000"
"2.99","314","3.990000"
"3.99","314","3.990000"
"4.99","314","3.990000"
"2.99","314","3.990000"
"6.99","314","3.990000"
"3.99","314","3.990000"
"0.99","314","3.990000"
"6.99","314","3.990000"
"4.99","314","3.990000"
"3.99","314","3.990000"
"6.99","314","3.990000"
"3.99","314","3.990000"
"0.99","314","3.990000"
"3.99","314","3.990000"
"2.99","314","3.990000"
"3.99","314","3.990000"
"4.99","314","3.990000"
"4.99","314","3.990000"
"4.99","314","3.990000"
"4.99","314","3.990000"
"5.99","314","3.990000"
"3.99","314","3.990000"
"4.99","316","4.576207"
"8.99","316","4.576207"
"1.99","316","4.576207"
"4.99","316","4.576207"
"4.99","316","4.576207"
"4.99","316","4.576207"
"4.99","316","4.576207"
"1.99","316","4.576207"
"4.99","316","4.576207"
"8.99","316","4.576207"
"2.99","316","4.576207"
"3.99","316","4.576207"
"7.99","316","4.576207"
"5.99","316","4.576207"
"4.99","316","4.576207"
"2.99","316","4.576207"
"2.99","316","4.576207"
"4.99","316","4.576207"
"1.99","316","4.576207"
"4.99","316","4.576207"
"4.99","316","4.576207"
"6.99","316","4.576207"
"7.99","316","4.576207"
"0.99","316","4.576207"
"0.99","316","4.576207"
"2.99","316","4.576207"
"5.99","316","4.576207"
"2.99","316","4.576207"
"2.99","316","4.576207"
"9.99","318","4.406667"
"2.99","318","4.406667"
"2.99","318","4.406667"
"0.99","318","4.406667"
"7.99","318","4.406667"
"4.99","318","4.406667"
"2.99","318","4.406667"
"8.99","318","4.406667"
"0.99","318","4.406667"
"0.99","318","4.406667"
"5.99","318","4.406667"
"2.99","318","4.406667"
"4.99","321","5.308182"
"5.99","321","5.308182"
"4.99","321","5.308182"
"5.99","321","5.308182"
"0.99","321","5.308182"
"5.99","321","5.308182"
"4.99","321","5.308182"
"4.99","321","5.308182"
"5.99","321","5.308182"
"2.99","321","5.308182"
"8.99","321","5.308182"
"2.99","321","5.308182"
"5.99","321","5.308182"
"6.99","321","5.308182"
"0.99","321","5.308182"
"2.99","321","5.308182"
"6.99","321","5.308182"
"7.99","321","5.308182"
"4.99","321","5.308182"
"6.99","321","5.308182"
"6.99","321","5.308182"
"5.99","321","5.308182"
"0.99","322","4.597143"
"4.99","322","4.597143"
"2.99","322","4.597143"
"8.99","322","4.597143"
"4.99","322","4.597143"
"0.99","322","4.597143"
"7.99","322","4.597143"
"5.99","322","4.597143"
"8.99","322","4.597143"
"0.99","322","4.597143"
"1.99","322","4.597143"
"4.99","322","4.597143"
"2.99","322","4.597143"
"3.99","322","4.597143"
"0.99","322","4.597143"
"4.99","322","4.597143"
"4.99","322","4.597143"
"4.99","322","4.597143"
"7.99","322","4.597143"
"4.99","322","4.597143"
"1.99","322","4.597143"
"4.99","322","4.597143"
"0.99","322","4.597143"
"4.99","322","4.597143"
"9.99","322","4.597143"
"4.99","322","4.597143"
"0.99","322","4.597143"
"8.99","322","4.597143"
"5.99","325","4.171818"
"4.99","325","4.171818"
"4.99","325","4.171818"
"2.99","325","4.171818"
"5.99","325","4.171818"
"2.99","325","4.171818"
"4.99","325","4.171818"
"4.99","325","4.171818"
"0.99","325","4.171818"
"9.99","325","4.171818"
"2.99","325","4.171818"
"0.99","325","4.171818"
"2.99","325","4.171818"
"4.99","325","4.171818"
"4.99","325","4.171818"
"0.99","325","4.171818"
"4.99","325","4.171818"
"3.99","325","4.171818"
"4.99","325","4.171818"
"3.99","325","4.171818"
"5.99","325","4.171818"
"0.99","325","4.171818"
"6.99","326","3.870000"
"4.99","326","3.870000"
"3.99","326","3.870000"
"4.99","326","3.870000"
"0.99","326","3.870000"
"4.99","326","3.870000"
"4.99","326","3.870000"
"0.99","326","3.870000"
"7.99","326","3.870000"
"5.99","326","3.870000"
"2.99","326","3.870000"
"2.99","326","3.870000"
"4.99","326","3.870000"
"5.99","326","3.870000"
"4.99","326","3.870000"
"2.99","326","3.870000"
"0.99","326","3.870000"
"0.99","326","3.870000"
"4.99","326","3.870000"
"0.99","326","3.870000"
"4.99","326","3.870000"
"0.99","326","3.870000"
"2.99","326","3.870000"
"4.99","326","3.870000"
"2.99","326","3.870000"
"3.99","330","3.790000"
"7.99","330","3.790000"
"6.99","330","3.790000"
"5.99","330","3.790000"
"0.99","330","3.790000"
"4.99","330","3.790000"
"2.99","330","3.790000"
"4.99","330","3.790000"
"2.99","330","3.790000"
"2.99","330","3.790000"
"1.99","330","3.790000"
"2.99","330","3.790000"
"5.99","330","3.790000"
"0.99","330","3.790000"
"2.99","330","3.790000"
"2.99","330","3.790000"
"2.99","330","3.790000"
"4.99","330","3.790000"
"4.99","330","3.790000"
"3.99","330","3.790000"
"2.99","330","3.790000"
"2.99","330","3.790000"
"4.99","330","3.790000"
"0.99","330","3.790000"
"2.99","330","3.790000"
"0.99","331","4.545556"
"2.99","331","4.545556"
"2.99","331","4.545556"
"6.99","331","4.545556"
"2.99","331","4.545556"
"4.99","331","4.545556"
"4.99","331","4.545556"
"8.99","331","4.545556"
"4.99","331","4.545556"
"5.99","331","4.545556"
"10.99","331","4.545556"
"2.99","331","4.545556"
"1.99","331","4.545556"
"5.99","331","4.545556"
"0.99","331","4.545556"
"4.99","331","4.545556"
"5.99","331","4.545556"
"6.99","331","4.545556"
"5.99","331","4.545556"
"2.99","331","4.545556"
"4.99","331","4.545556"
"0.99","331","4.545556"
"7.99","331","4.545556"
"1.99","331","4.545556"
"2.99","331","4.545556"
"3.99","331","4.545556"
"2.99","331","4.545556"
"3.99","332","4.240000"
"6.99","332","4.240000"
"6.99","332","4.240000"
"6.99","332","4.240000"
"2.99","332","4.240000"
"1.99","332","4.240000"
"2.99","332","4.240000"
"0.99","332","4.240000"
"0.99","332","4.240000"
"7.99","332","4.240000"
"2.99","332","4.240000"
"8.99","332","4.240000"
"4.99","332","4.240000"
"8.99","332","4.240000"
"6.99","332","4.240000"
"1.99","332","4.240000"
"5.99","332","4.240000"
"0.99","332","4.240000"
"4.99","332","4.240000"
"0.99","332","4.240000"
"0.99","332","4.240000"
"5.99","332","4.240000"
"2.99","332","4.240000"
"4.99","332","4.240000"
"2.99","332","4.240000"
"4.99","332","4.240000"
"0.99","332","4.240000"
"3.99","332","4.240000"
"4.99","335","3.424783"
"0.99","335","3.424783"
"0.99","335","3.424783"
"2.99","335","3.424783"
"4.99","335","3.424783"
"8.99","335","3.424783"
"4.99","335","3.424783"
"0.99","335","3.424783"
"2.99","335","3.424783"
"7.99","335","3.424783"
"0.99","335","3.424783"
"3.99","335","3.424783"
"2.99","335","3.424783"
"5.99","335","3.424783"
"4.99","335","3.424783"
"0.99","335","3.424783"
"4.99","335","3.424783"
"0.99","335","3.424783"
"1.99","335","3.424783"
"2.99","335","3.424783"
"4.99","335","3.424783"
"0.99","335","3.424783"
"0.99","335","3.424783"
"2.99","336","3.990000"
"2.99","336","3.990000"
"2.99","336","3.990000"
"2.99","336","3.990000"
"4.99","336","3.990000"
"2.99","336","3.990000"
"4.99","336","3.990000"
"0.99","336","3.990000"
"5.99","336","3.990000"
"2.99","336","3.990000"
"2.99","336","3.990000"
"0.99","336","3.990000"
"4.99","336","3.990000"
"6.99","336","3.990000"
"4.99","336","3.990000"
"6.99","336","3.990000"
"4.99","336","3.990000"
"8.99","336","3.990000"
"0.99","336","3.990000"
"0.99","336","3.990000"
"2.99","336","3.990000"
"8.99","336","3.990000"
"0.99","336","3.990000"
"3.99","336","3.990000"
"0.99","336","3.990000"
"4.99","336","3.990000"
"2.99","336","3.990000"
"10.99","336","3.990000"
"2.99","336","3.990000"
"0.99","336","3.990000"
"6.99","337","4.955517"
"4.99","337","4.955517"
"8.99","337","4.955517"
"4.99","337","4.955517"
"5.99","337","4.955517"
"5.99","337","4.955517"
"6.99","337","4.955517"
"4.99","337","4.955517"
"4.99","337","4.955517"
"2.99","337","4.955517"
"0.99","337","4.955517"
"7.99","337","4.955517"
"2.99","337","4.955517"
"4.99","337","4.955517"
"4.99","337","4.955517"
"8.99","337","4.955517"
"5.99","337","4.955517"
"0.99","337","4.955517"
"0.99","337","4.955517"
"2.99","337","4.955517"
"3.99","337","4.955517"
"6.99","337","4.955517"
"6.99","337","4.955517"
"4.99","337","4.955517"
"3.99","337","4.955517"
"5.99","337","4.955517"
"4.99","337","4.955517"
"4.99","337","4.955517"
"0.99","337","4.955517"
"0.99","338","4.097143"
"4.99","338","4.097143"
"5.99","338","4.097143"
"4.99","338","4.097143"
"6.99","338","4.097143"
"0.99","338","4.097143"
"4.99","338","4.097143"
"5.99","338","4.097143"
"0.99","338","4.097143"
"2.99","338","4.097143"
"5.99","338","4.097143"
"4.99","338","4.097143"
"4.99","338","4.097143"
"2.99","338","4.097143"
"4.99","338","4.097143"
"3.99","338","4.097143"
"0.99","338","4.097143"
"7.99","338","4.097143"
"2.99","338","4.097143"
"0.99","338","4.097143"
"4.99","338","4.097143"
"4.99","338","4.097143"
"5.99","338","4.097143"
"2.99","338","4.097143"
"3.99","338","4.097143"
"2.99","338","4.097143"
"0.99","338","4.097143"
"6.99","338","4.097143"
"4.99","340","3.860968"
"3.99","340","3.860968"
"5.99","340","3.860968"
"4.99","340","3.860968"
"5.99","340","3.860968"
"5.99","340","3.860968"
"0.99","340","3.860968"
"2.99","340","3.860968"
"2.99","340","3.860968"
"0.99","340","3.860968"
"4.99","340","3.860968"
"2.99","340","3.860968"
"4.99","340","3.860968"
"0.99","340","3.860968"
"4.99","340","3.860968"
"4.99","340","3.860968"
"2.99","340","3.860968"
"2.99","340","3.860968"
"8.99","340","3.860968"
"3.99","340","3.860968"
"0.99","340","3.860968"
"0.99","340","3.860968"
"4.99","340","3.860968"
"1.99","340","3.860968"
"2.99","340","3.860968"
"2.99","340","3.860968"
"4.99","340","3.860968"
"0.99","340","3.860968"
"2.99","340","3.860968"
"2.99","340","3.860968"
"9.99","340","3.860968"
"2.99","341","4.642174"
"7.99","341","4.642174"
"1.99","341","4.642174"
"7.99","341","4.642174"
"2.99","341","4.642174"
"7.99","341","4.642174"
"5.99","341","4.642174"
"4.99","341","4.642174"
"2.99","341","4.642174"
"4.99","341","4.642174"
"0.99","341","4.642174"
"2.99","341","4.642174"
"2.99","341","4.642174"
"9.99","341","4.642174"
"0.99","341","4.642174"
"6.99","341","4.642174"
"2.99","341","4.642174"
"0.99","341","4.642174"
"8.99","341","4.642174"
"4.99","341","4.642174"
"4.99","341","4.642174"
"0.99","341","4.642174"
"6.99","341","4.642174"
"5.99","342","4.083750"
"5.99","342","4.083750"
"2.99","342","4.083750"
"0.99","342","4.083750"
"4.99","342","4.083750"
"8.99","342","4.083750"
"2.99","342","4.083750"
"7.99","342","4.083750"
"0.99","342","4.083750"
"2.99","342","4.083750"
"2.99","342","4.083750"
"0.99","342","4.083750"
"5.99","342","4.083750"
"0.99","342","4.083750"
"4.99","342","4.083750"
"4.99","342","4.083750"
"2.99","342","4.083750"
"0.99","342","4.083750"
"0.99","342","4.083750"
"6.99","342","4.083750"
"4.99","342","4.083750"
"2.99","342","4.083750"
"4.99","342","4.083750"
"4.99","342","4.083750"
"4.99","342","4.083750"
"2.99","342","4.083750"
"4.99","342","4.083750"
"2.99","342","4.083750"
"0.99","342","4.083750"
"8.99","342","4.083750"
"4.99","342","4.083750"
"3.99","342","4.083750"
"3.99","343","4.590000"
"3.99","343","4.590000"
"4.99","343","4.590000"
"6.99","343","4.590000"
"0.99","343","4.590000"
"0.99","343","4.590000"
"6.99","343","4.590000"
"8.99","343","4.590000"
"0.99","343","4.590000"
"5.99","343","4.590000"
"7.99","343","4.590000"
"4.99","343","4.590000"
"3.99","343","4.590000"
"6.99","343","4.590000"
"5.99","343","4.590000"
"9.99","343","4.590000"
"5.99","343","4.590000"
"2.99","343","4.590000"
"0.99","343","4.590000"
"0.99","343","4.590000"
"2.99","343","4.590000"
"4.99","343","4.590000"
"3.99","343","4.590000"
"0.99","343","4.590000"
"5.99","343","4.590000"
"2.99","344","4.101111"
"5.99","344","4.101111"
"3.99","344","4.101111"
"4.99","344","4.101111"
"0.99","344","4.101111"
"5.99","344","4.101111"
"3.99","344","4.101111"
"5.99","344","4.101111"
"4.99","344","4.101111"
"2.99","344","4.101111"
"4.99","344","4.101111"
"5.99","344","4.101111"
"5.99","344","4.101111"
"4.99","344","4.101111"
"3.99","344","4.101111"
"0.99","344","4.101111"
"0.99","344","4.101111"
"2.99","344","4.101111"
"0.99","345","4.642174"
"0.99","345","4.642174"
"0.99","345","4.642174"
"4.99","345","4.642174"
"0.99","345","4.642174"
"4.99","345","4.642174"
"2.99","345","4.642174"
"2.99","345","4.642174"
"4.99","345","4.642174"
"3.99","345","4.642174"
"7.99","345","4.642174"
"6.99","345","4.642174"
"2.99","345","4.642174"
"8.99","345","4.642174"
"4.99","345","4.642174"
"2.99","345","4.642174"
"8.99","345","4.642174"
"4.99","345","4.642174"
"2.99","345","4.642174"
"4.99","345","4.642174"
"4.99","345","4.642174"
"10.99","345","4.642174"
"4.99","345","4.642174"
"4.99","346","4.865000"
"4.99","346","4.865000"
"5.99","346","4.865000"
"2.99","346","4.865000"
"2.99","346","4.865000"
"4.99","346","4.865000"
"8.99","346","4.865000"
"4.99","346","4.865000"
"4.99","346","4.865000"
"4.99","346","4.865000"
"2.99","346","4.865000"
"8.99","346","4.865000"
"6.99","346","4.865000"
"5.99","346","4.865000"
"6.99","346","4.865000"
"0.99","346","4.865000"
"8.99","346","4.865000"
"4.99","346","4.865000"
"4.99","346","4.865000"
"2.99","346","4.865000"
"5.99","346","4.865000"
"3.99","346","4.865000"
"0.99","346","4.865000"
"4.99","346","4.865000"
"4.99","346","4.865000"
"2.99","346","4.865000"
"5.99","346","4.865000"
"2.99","346","4.865000"
"0.99","346","4.865000"
"8.99","346","4.865000"
"5.99","346","4.865000"
"0.99","346","4.865000"
"4.99","350","3.207391"
"4.99","350","3.207391"
"3.99","350","3.207391"
"0.99","350","3.207391"
"2.99","350","3.207391"
"0.99","350","3.207391"
"0.99","350","3.207391"
"5.99","350","3.207391"
"2.99","350","3.207391"
"0.99","350","3.207391"
"2.99","350","3.207391"
"1.99","350","3.207391"
"3.99","350","3.207391"
"4.99","350","3.207391"
"0.99","350","3.207391"
"6.99","350","3.207391"
"6.99","350","3.207391"
"0.99","350","3.207391"
"6.99","350","3.207391"
"2.99","350","3.207391"
"0.99","350","3.207391"
"1.99","350","3.207391"
"0.99","350","3.207391"
"1.99","351","3.740000"
"5.99","351","3.740000"
"0.99","351","3.740000"
"2.99","351","3.740000"
"2.99","351","3.740000"
"0.99","351","3.740000"
"1.99","351","3.740000"
"5.99","351","3.740000"
"0.99","351","3.740000"
"3.99","351","3.740000"
"3.99","351","3.740000"
"4.99","351","3.740000"
"5.99","351","3.740000"
"4.99","351","3.740000"
"4.99","351","3.740000"
"7.99","351","3.740000"
"0.99","351","3.740000"
"2.99","351","3.740000"
"0.99","351","3.740000"
"6.99","351","3.740000"
"4.99","351","3.740000"
"4.99","351","3.740000"
"2.99","351","3.740000"
"2.99","351","3.740000"
"2.99","352","4.337826"
"0.99","352","4.337826"
"4.99","352","4.337826"
"4.99","352","4.337826"
"4.99","352","4.337826"
"4.99","352","4.337826"
"4.99","352","4.337826"
"5.99","352","4.337826"
"2.99","352","4.337826"
"7.99","352","4.337826"
"6.99","352","4.337826"
"4.99","352","4.337826"
"5.99","352","4.337826"
"2.99","352","4.337826"
"0.99","352","4.337826"
"5.99","352","4.337826"
"6.99","352","4.337826"
"0.99","352","4.337826"
"5.99","352","4.337826"
"2.99","352","4.337826"
"4.99","352","4.337826"
"0.99","352","4.337826"
"2.99","352","4.337826"
"6.99","353","4.045556"
"2.99","353","4.045556"
"7.99","353","4.045556"
"6.99","353","4.045556"
"5.99","353","4.045556"
"1.99","353","4.045556"
"3.99","353","4.045556"
"3.99","353","4.045556"
"2.99","353","4.045556"
"0.99","353","4.045556"
"4.99","353","4.045556"
"4.99","353","4.045556"
"5.99","353","4.045556"
"0.99","353","4.045556"
"4.99","353","4.045556"
"1.99","353","4.045556"
"0.99","353","4.045556"
"2.99","353","4.045556"
"2.99","357","3.451538"
"4.99","357","3.451538"
"0.99","357","3.451538"
"5.99","357","3.451538"
"1.99","357","3.451538"
"1.99","357","3.451538"
"6.99","357","3.451538"
"3.99","357","3.451538"
"0.99","357","3.451538"
"0.99","357","3.451538"
"8.99","357","3.451538"
"4.99","357","3.451538"
"2.99","357","3.451538"
"0.99","357","3.451538"
"2.99","357","3.451538"
"5.99","357","3.451538"
"2.99","357","3.451538"
"2.99","357","3.451538"
"3.99","357","3.451538"
"2.99","357","3.451538"
"2.99","357","3.451538"
"6.99","357","3.451538"
"0.99","357","3.451538"
"2.99","357","3.451538"
"0.99","357","3.451538"
"2.99","357","3.451538"
"4.99","362","4.552500"
"2.99","362","4.552500"
"2.99","362","4.552500"
"2.99","362","4.552500"
"2.99","362","4.552500"
"2.99","362","4.552500"
"8.99","362","4.552500"
"4.99","362","4.552500"
"1.99","362","4.552500"
"5.99","362","4.552500"
"4.99","362","4.552500"
"4.99","362","4.552500"
"4.99","362","4.552500"
"1.99","362","4.552500"
"2.99","362","4.552500"
"2.99","362","4.552500"
"2.99","362","4.552500"
"4.99","362","4.552500"
"0.99","362","4.552500"
"2.99","362","4.552500"
"4.99","362","4.552500"
"3.99","362","4.552500"
"4.99","362","4.552500"
"6.99","362","4.552500"
"6.99","362","4.552500"
"6.99","362","4.552500"
"2.99","362","4.552500"
"4.99","362","4.552500"
"5.99","362","4.552500"
"11.99","362","4.552500"
"4.99","362","4.552500"
"2.99","362","4.552500"
"5.99","364","4.163913"
"2.99","364","4.163913"
"2.99","364","4.163913"
"4.99","364","4.163913"
"4.99","364","4.163913"
"3.99","364","4.163913"
"4.99","364","4.163913"
"4.99","364","4.163913"
"0.99","364","4.163913"
"4.99","364","4.163913"
"10.99","364","4.163913"
"2.99","364","4.163913"
"4.99","364","4.163913"
"0.99","364","4.163913"
"5.99","364","4.163913"
"4.99","364","4.163913"
"4.99","364","4.163913"
"1.99","364","4.163913"
"3.99","364","4.163913"
"4.99","364","4.163913"
"0.99","364","4.163913"
"4.99","364","4.163913"
"0.99","364","4.163913"
"6.99","366","4.125135"
"1.99","366","4.125135"
"0.99","366","4.125135"
"4.99","366","4.125135"
"2.99","366","4.125135"
"2.99","366","4.125135"
"5.99","366","4.125135"
"0.99","366","4.125135"
"6.99","366","4.125135"
"4.99","366","4.125135"
"6.99","366","4.125135"
"5.99","366","4.125135"
"0.99","366","4.125135"
"4.99","366","4.125135"
"1.99","366","4.125135"
"2.99","366","4.125135"
"4.99","366","4.125135"
"6.99","366","4.125135"
"4.99","366","4.125135"
"1.99","366","4.125135"
"2.99","366","4.125135"
"6.99","366","4.125135"
"2.99","366","4.125135"
"4.99","366","4.125135"
"2.99","366","4.125135"
"5.99","366","4.125135"
"2.99","366","4.125135"
"4.99","366","4.125135"
"0.99","366","4.125135"
"2.99","366","4.125135"
"4.99","366","4.125135"
"4.99","366","4.125135"
"2.99","366","4.125135"
"2.99","366","4.125135"
"6.99","366","4.125135"
"2.99","366","4.125135"
"4.99","366","4.125135"
"0.99","367","4.626364"
"2.99","367","4.626364"
"0.99","367","4.626364"
"8.99","367","4.626364"
"4.99","367","4.626364"
"4.99","367","4.626364"
"2.99","367","4.626364"
"2.99","367","4.626364"
"0.99","367","4.626364"
"5.99","367","4.626364"
"0.99","367","4.626364"
"3.99","367","4.626364"
"4.99","367","4.626364"
"4.99","367","4.626364"
"4.99","367","4.626364"
"4.99","367","4.626364"
"0.99","367","4.626364"
"8.99","367","4.626364"
"6.99","367","4.626364"
"4.99","367","4.626364"
"6.99","367","4.626364"
"10.99","367","4.626364"
"5.99","368","4.504286"
"5.99","368","4.504286"
"2.99","368","4.504286"
"2.99","368","4.504286"
"0.99","368","4.504286"
"9.99","368","4.504286"
"4.99","368","4.504286"
"4.99","368","4.504286"
"4.99","368","4.504286"
"4.99","368","4.504286"
"4.99","368","4.504286"
"0.99","368","4.504286"
"0.99","368","4.504286"
"8.99","368","4.504286"
"4.99","368","4.504286"
"5.99","368","4.504286"
"2.99","368","4.504286"
"4.99","368","4.504286"
"0.99","368","4.504286"
"2.99","368","4.504286"
"5.99","368","4.504286"
"6.99","368","4.504286"
"8.99","368","4.504286"
"1.99","368","4.504286"
"0.99","368","4.504286"
"2.99","368","4.504286"
"4.99","368","4.504286"
"8.99","368","4.504286"
"2.99","368","4.504286"
"0.99","368","4.504286"
"7.99","368","4.504286"
"1.99","368","4.504286"
"7.99","368","4.504286"
"2.99","368","4.504286"
"2.99","368","4.504286"
"3.99","371","4.275714"
"6.99","371","4.275714"
"4.99","371","4.275714"
"5.99","371","4.275714"
"0.99","371","4.275714"
"2.99","371","4.275714"
"2.99","371","4.275714"
"1.99","371","4.275714"
"6.99","371","4.275714"
"5.99","371","4.275714"
"0.99","371","4.275714"
"3.99","371","4.275714"
"0.99","371","4.275714"
"8.99","371","4.275714"
"1.99","371","4.275714"
"4.99","371","4.275714"
"0.99","371","4.275714"
"2.99","371","4.275714"
"1.99","371","4.275714"
"0.99","371","4.275714"
"3.99","371","4.275714"
"4.99","371","4.275714"
"4.99","371","4.275714"
"8.99","371","4.275714"
"0.99","371","4.275714"
"10.99","371","4.275714"
"9.99","371","4.275714"
"7.99","371","4.275714"
"2.99","371","4.275714"
"3.99","371","4.275714"
"4.99","371","4.275714"
"4.99","371","4.275714"
"2.99","371","4.275714"
"0.99","371","4.275714"
"2.99","371","4.275714"
"4.99","373","4.618571"
"6.99","373","4.618571"
"2.99","373","4.618571"
"2.99","373","4.618571"
"4.99","373","4.618571"
"7.99","373","4.618571"
"5.99","373","4.618571"
"3.99","373","4.618571"
"0.99","373","4.618571"
"4.99","373","4.618571"
"0.99","373","4.618571"
"3.99","373","4.618571"
"0.99","373","4.618571"
"3.99","373","4.618571"
"8.99","373","4.618571"
"4.99","373","4.618571"
"0.99","373","4.618571"
"4.99","373","4.618571"
"6.99","373","4.618571"
"4.99","373","4.618571"
"5.99","373","4.618571"
"7.99","373","4.618571"
"7.99","373","4.618571"
"3.99","373","4.618571"
"3.99","373","4.618571"
"5.99","373","4.618571"
"5.99","373","4.618571"
"7.99","373","4.618571"
"0.99","373","4.618571"
"2.99","373","4.618571"
"3.99","373","4.618571"
"2.99","373","4.618571"
"6.99","373","4.618571"
"3.99","373","4.618571"
"0.99","373","4.618571"
"0.99","376","3.954286"
"0.99","376","3.954286"
"0.99","376","3.954286"
"2.99","376","3.954286"
"0.99","376","3.954286"
"8.99","376","3.954286"
"3.99","376","3.954286"
"5.99","376","3.954286"
"4.99","376","3.954286"
"4.99","376","3.954286"
"6.99","376","3.954286"
"8.99","376","3.954286"
"2.99","376","3.954286"
"2.99","376","3.954286"
"5.99","376","3.954286"
"4.99","376","3.954286"
"2.99","376","3.954286"
"0.99","376","3.954286"
"3.99","376","3.954286"
"3.99","376","3.954286"
"4.99","376","3.954286"
"4.99","376","3.954286"
"4.99","376","3.954286"
"0.99","376","3.954286"
"0.99","376","3.954286"
"4.99","376","3.954286"
"4.99","376","3.954286"
"2.99","376","3.954286"
"3.99","377","3.605385"
"1.99","377","3.605385"
"0.99","377","3.605385"
"2.99","377","3.605385"
"4.99","377","3.605385"
"2.99","377","3.605385"
"0.99","377","3.605385"
"0.99","377","3.605385"
"0.99","377","3.605385"
"7.99","377","3.605385"
"1.99","377","3.605385"
"10.99","377","3.605385"
"4.99","377","3.605385"
"3.99","377","3.605385"
"0.99","377","3.605385"
"4.99","377","3.605385"
"8.99","377","3.605385"
"3.99","377","3.605385"
"2.99","377","3.605385"
"1.99","377","3.605385"
"4.99","377","3.605385"
"2.99","377","3.605385"
"0.99","377","3.605385"
"0.99","377","3.605385"
"0.99","377","3.605385"
"7.99","377","3.605385"
"0.99","378","3.779474"
"4.99","378","3.779474"
"5.99","378","3.779474"
"7.99","378","3.779474"
"4.99","378","3.779474"
"4.99","378","3.779474"
"0.99","378","3.779474"
"1.99","378","3.779474"
"1.99","378","3.779474"
"0.99","378","3.779474"
"2.99","378","3.779474"
"3.99","378","3.779474"
"2.99","378","3.779474"
"4.99","378","3.779474"
"4.99","378","3.779474"
"2.99","378","3.779474"
"4.99","378","3.779474"
"4.99","378","3.779474"
"2.99","378","3.779474"
"4.99","379","4.642174"
"4.99","379","4.642174"
"8.99","379","4.642174"
"5.99","379","4.642174"
"2.99","379","4.642174"
"4.99","379","4.642174"
"2.99","379","4.642174"
"4.99","379","4.642174"
"7.99","379","4.642174"
"4.99","379","4.642174"
"4.99","379","4.642174"
"3.99","379","4.642174"
"4.99","379","4.642174"
"0.99","379","4.642174"
"7.99","379","4.642174"
"0.99","379","4.642174"
"5.99","379","4.642174"
"2.99","379","4.642174"
"0.99","379","4.642174"
"4.99","379","4.642174"
"4.99","379","4.642174"
"4.99","379","4.642174"
"3.99","379","4.642174"
"3.99","380","3.795556"
"3.99","380","3.795556"
"2.99","380","3.795556"
"3.99","380","3.795556"
"2.99","380","3.795556"
"4.99","380","3.795556"
"1.99","380","3.795556"
"1.99","380","3.795556"
"4.99","380","3.795556"
"2.99","380","3.795556"
"4.99","380","3.795556"
"2.99","380","3.795556"
"4.99","380","3.795556"
"0.99","380","3.795556"
"8.99","380","3.795556"
"2.99","380","3.795556"
"0.99","380","3.795556"
"2.99","380","3.795556"
"2.99","380","3.795556"
"3.99","380","3.795556"
"0.99","380","3.795556"
"6.99","380","3.795556"
"10.99","380","3.795556"
"1.99","380","3.795556"
"3.99","380","3.795556"
"0.99","380","3.795556"
"0.99","380","3.795556"
"3.99","380","3.795556"
"6.99","380","3.795556"
"6.99","380","3.795556"
"1.99","380","3.795556"
"5.99","380","3.795556"
"2.99","380","3.795556"
"2.99","380","3.795556"
"2.99","380","3.795556"
"2.99","380","3.795556"
"0.99","383","3.841852"
"8.99","383","3.841852"
"7.99","383","3.841852"
"2.99","383","3.841852"
"2.99","383","3.841852"
"2.99","383","3.841852"
"7.99","383","3.841852"
"2.99","383","3.841852"
"5.99","383","3.841852"
"4.99","383","3.841852"
"0.99","383","3.841852"
"4.99","383","3.841852"
"3.99","383","3.841852"
"2.99","383","3.841852"
"0.99","383","3.841852"
"0.99","383","3.841852"
"0.99","383","3.841852"
"4.99","383","3.841852"
"4.99","383","3.841852"
"0.99","383","3.841852"
"0.99","383","3.841852"
"2.99","383","3.841852"
"4.99","383","3.841852"
"4.99","383","3.841852"
"4.99","383","3.841852"
"1.99","383","3.841852"
"6.99","383","3.841852"
"2.99","385","3.913077"
"4.99","385","3.913077"
"2.99","385","3.913077"
"0.99","385","3.913077"
"0.99","385","3.913077"
"8.99","385","3.913077"
"0.99","385","3.913077"
"6.99","385","3.913077"
"2.99","385","3.913077"
"4.99","385","3.913077"
"4.99","385","3.913077"
"0.99","385","3.913077"
"2.99","385","3.913077"
"2.99","385","3.913077"
"2.99","385","3.913077"
"4.99","385","3.913077"
"0.99","385","3.913077"
"3.99","385","3.913077"
"4.99","385","3.913077"
"2.99","385","3.913077"
"2.99","385","3.913077"
"2.99","385","3.913077"
"8.99","385","3.913077"
"7.99","385","3.913077"
"0.99","385","3.913077"
"6.99","385","3.913077"
"7.99","386","4.058966"
"3.99","386","4.058966"
"2.99","386","4.058966"
"5.99","386","4.058966"
"0.99","386","4.058966"
"2.99","386","4.058966"
"6.99","386","4.058966"
"8.99","386","4.058966"
"0.99","386","4.058966"
"2.99","386","4.058966"
"4.99","386","4.058966"
"2.99","386","4.058966"
"2.99","386","4.058966"
"3.99","386","4.058966"
"4.99","386","4.058966"
"4.99","386","4.058966"
"2.99","386","4.058966"
"0.99","386","4.058966"
"5.99","386","4.058966"
"4.99","386","4.058966"
