"amount_per_transacton","customer_id"
"7.99","246"
"4.99","246"
"2.99","246"
"0.99","246"
"4.99","246"
"5.99","246"
"4.99","246"
"2.99","246"
"5.99","246"
"6.99","246"
"4.99","246"
"6.99","246"
"2.99","246"
"4.99","247"
"3.99","247"
"6.99","247"
"5.99","247"
"2.99","247"
"6.99","247"
"2.99","247"
"2.99","247"
"6.99","247"
"4.99","247"
"5.99","247"
"1.99","247"
"6.99","247"
"2.99","247"
"2.99","247"
"0.99","247"
"4.99","247"
"7.99","247"
"4.99","247"
"4.99","247"
"4.99","247"
"4.99","247"
"7.99","248"
"4.99","248"
"3.99","248"
"0.99","248"
"0.99","248"
"4.99","248"
"0.99","248"
"2.99","248"
"2.99","248"
"5.99","248"
"4.99","248"
"0.99","248"
"0.99","248"
"0.99","248"
"5.99","248"
"6.99","253"
"0.99","253"
"2.99","253"
"1.99","253"
"6.99","253"
"5.99","253"
"4.99","253"
"4.99","253"
"4.99","253"
"7.99","253"
"2.99","253"
"4.99","253"
"2.99","253"
"0.99","253"
"2.99","253"
"2.99","253"
"0.99","253"
"6.99","253"
"4.99","253"
"2.99","253"
"6.99","253"
"0.99","253"
"5.99","253"
"5.99","253"
"3.99","253"
"4.99","253"
"7.99","253"
"4.99","253"
"2.99","253"
"2.99","258"
"0.99","258"
"8.99","258"
"2.99","258"
"5.99","258"
"0.99","258"
"5.99","258"
"0.99","258"
"9.99","258"
"4.99","258"
"2.99","258"
"4.99","258"
"4.99","258"
"1.99","258"
"4.99","258"
"5.99","258"
"6.99","258"
"0.99","258"
"5.99","258"
"3.99","258"
"4.99","258"
"6.99","258"
"2.99","258"
"6.99","258"
"8.99","260"
"3.99","260"
"2.99","260"
"2.99","260"
"10.99","260"
"0.99","260"
"7.99","260"
"3.99","260"
"0.99","260"
"0.99","260"
"6.99","260"
"2.99","260"
"2.99","260"
"0.99","260"
"1.99","260"
"7.99","260"
"1.99","260"
"2.99","260"
"0.99","260"
"0.99","260"
"4.99","260"
"8.99","260"
"0.99","260"
"2.99","260"
"3.99","260"
"2.99","260"
"0.99","260"
"2.99","260"
"2.99","260"
"7.99","260"
"6.99","260"
"4.99","261"
"3.99","261"
"6.99","261"
"0.99","261"
"2.99","261"
"5.99","261"
"8.99","261"
"3.99","261"
"0.99","261"
"0.99","261"
"3.99","261"
"5.99","261"
"2.99","261"
"0.99","261"
"4.99","261"
"4.99","261"
"4.99","261"
"1.99","261"
"1.99","261"
"2.99","261"
"6.99","261"
"4.99","261"
"5.99","261"
"2.99","261"
"4.99","261"
"4.99","261"
"4.99","263"
"0.99","263"
"8.99","263"
"1.99","263"
"4.99","263"
"2.99","263"
"0.99","263"
"2.99","263"
"2.99","263"
"1.99","263"
"4.99","263"
"2.99","263"
"1.99","263"
"4.99","263"
"4.99","263"
"4.99","263"
"1.99","263"
"6.99","263"
"2.99","263"
"2.99","263"
"0.99","263"
"9.99","263"
"5.99","263"
"6.99","263"
"3.99","263"
"6.99","263"
"4.99","263"
"7.99","263"
"0.99","263"
"3.99","264"
"4.99","264"
"0.99","264"
"3.99","264"
"6.99","264"
"4.99","264"
"0.99","264"
"8.99","264"
"0.99","264"
"2.99","264"
"0.99","264"
"8.99","264"
"2.99","264"
"0.99","264"
"5.99","264"
"5.99","264"
"2.99","264"
"3.99","264"
"0.99","264"
"2.99","264"
"4.99","264"
"2.99","264"
"5.99","264"
"4.99","264"
"2.99","264"
"6.99","267"
"4.99","267"
"4.99","267"
"4.99","267"
"4.99","267"
"2.99","267"
"7.99","267"
"6.99","267"
"2.99","267"
"4.99","267"
"1.99","267"
"0.99","267"
"2.99","267"
"6.99","267"
"0.99","267"
"3.99","267"
"4.99","267"
"1.99","267"
"3.99","267"
"6.99","267"
"4.99","267"
"2.99","267"
"4.99","267"
"2.99","267"
"0.99","267"
"6.99","267"
"4.99","267"
"4.99","267"
"9.99","267"
"5.99","267"
"3.99","267"
"3.99","267"
"0.99","267"
"3.99","267"
"7.98","267"
"0.00","267"
"2.99","268"
"4.99","268"
"3.99","268"
"0.99","268"
"4.99","268"
"2.99","268"
"3.99","268"
"1.99","268"
"4.99","268"
"4.99","268"
"7.99","268"
"2.99","268"
"2.99","268"
"6.99","268"
"3.99","268"
"1.99","268"
"2.99","268"
"7.99","268"
"3.99","268"
"1.99","268"
"7.99","268"
"6.99","268"
"2.99","268"
"4.99","268"
"5.99","268"
"4.99","268"
"4.99","268"
"0.99","268"
"2.99","268"
"1.99","269"
"0.99","269"
"6.99","269"
"0.99","269"
"4.99","269"
"2.99","269"
"3.99","269"
"2.99","269"
"6.99","269"
"9.99","269"
"0.99","269"
"6.99","269"
"2.99","269"
"5.99","269"
"4.99","269"
"4.99","269"
"6.99","269"
"2.99","269"
"2.99","269"
"4.99","269"
"4.99","269"
"3.99","269"
"4.99","269"
"5.99","269"
"2.99","269"
"4.99","269"
"6.99","269"
"2.99","269"
"3.98","269"
"0.00","269"
"1.99","270"
"4.99","270"
"4.99","270"
"6.99","270"
"3.99","270"
"5.99","270"
"3.99","270"
"9.99","270"
"0.99","270"
"4.99","270"
"2.99","270"
"3.99","270"
"3.99","270"
"7.99","270"
"5.99","270"
"4.99","270"
"2.99","270"
"0.99","270"
"2.99","270"
"2.99","270"
"2.99","270"
"2.99","270"
"1.99","270"
"0.99","270"
"6.99","270"
"8.99","271"
"2.99","271"
"1.99","271"
"2.99","271"
"1.99","271"
"2.99","271"
"2.99","271"
"3.99","271"
"0.99","271"
"4.99","271"
"7.99","271"
"4.99","271"
"3.99","271"
"2.99","271"
"4.99","271"
"0.99","271"
"4.99","271"
"2.99","271"
"0.99","272"
"6.99","272"
"6.99","272"
"0.99","272"
"4.99","272"
"5.99","272"
"5.99","272"
"3.99","272"
"2.99","272"
"7.99","272"
"2.99","272"
"7.99","272"
"10.99","272"
"2.99","272"
"2.99","272"
"8.99","272"
"0.99","272"
"6.99","272"
"2.99","272"
"2.99","272"
"2.99","274"
"4.99","274"
"2.99","274"
"5.99","274"
"2.99","274"
"4.99","274"
"0.99","274"
"9.99","274"
"5.99","274"
"2.99","274"
"2.99","274"
"3.99","274"
"0.99","274"
"5.99","274"
"7.99","274"
"4.99","274"
"4.99","274"
"4.99","274"
"1.99","274"
"0.99","274"
"3.99","274"
"2.99","274"
"3.99","274"
"2.99","274"
"8.99","274"
"8.99","274"
"0.99","274"
"7.99","274"
"7.99","274"
"4.99","274"
"2.99","274"
"2.99","274"
"2.99","274"
"3.99","274"
"0.99","274"
"3.99","276"
"10.99","276"
"0.99","276"
"4.99","276"
"6.99","276"
"2.99","276"
"0.99","276"
"4.99","276"
"4.99","276"
"5.99","276"
"2.99","276"
"0.99","276"
"1.99","276"
"4.99","276"
"8.99","276"
"5.99","276"
"0.99","276"
"2.99","276"
"2.99","276"
"4.99","276"
"3.99","276"
"5.99","276"
"4.99","276"
"4.99","276"
"4.99","276"
"2.99","276"
"3.99","276"
"4.99","276"
"0.99","283"
"2.99","283"
"2.99","283"
"2.99","283"
"7.99","283"
"4.99","283"
"6.99","283"
"4.99","283"
"0.99","283"
"2.99","283"
"1.99","283"
"2.99","283"
"0.99","283"
"1.99","283"
"0.99","283"
"4.99","283"
"0.99","283"
"0.99","283"
"4.99","283"
"2.99","283"
"2.99","283"
"2.99","283"
"0.99","283"
"2.99","283"
"0.99","283"
"6.99","283"
"2.99","283"
"2.99","283"
"0.99","284"
"0.99","284"
"6.99","284"
"0.99","284"
"6.99","284"
"0.99","284"
"0.99","284"
"2.99","284"
"7.99","284"
"7.99","284"
"6.99","284"
"5.99","284"
"2.99","284"
"6.99","284"
"4.99","284"
"8.99","284"
"2.99","284"
"0.99","284"
"7.99","284"
"4.99","284"
"3.99","284"
"5.99","284"
"4.99","284"
"4.99","284"
"4.99","284"
"3.99","284"
"5.98","284"
"0.00","284"
"7.99","285"
"3.99","285"
"5.99","285"
"6.99","285"
"2.99","285"
"9.99","285"
"0.99","285"
"3.99","285"
"4.99","285"
"4.99","285"
"0.99","285"
"6.99","285"
"9.99","285"
"9.99","285"
"4.99","285"
"0.99","285"
"5.99","285"
"2.99","285"
"4.99","285"
"8.99","285"
"0.99","285"
"0.99","285"
"9.99","285"
"7.99","285"
"0.99","285"
"4.99","285"
"6.99","286"
"8.99","286"
"4.99","286"
"4.99","286"
"3.99","286"
"6.99","286"
"9.99","286"
"4.99","286"
"2.99","286"
"4.99","286"
"2.99","286"
"2.99","286"
"2.99","286"
"0.99","286"
"2.99","286"
"6.99","286"
"0.99","286"
"6.99","286"
"3.99","286"
"5.99","286"
"0.99","286"
"0.99","286"
"0.99","286"
"5.99","286"
"4.99","286"
"0.99","286"
"4.99","286"
"3.99","288"
"6.99","288"
"4.99","288"
"5.99","288"
"5.99","288"
"3.99","288"
"2.99","288"
"0.99","288"
"2.99","288"
"3.99","288"
"0.99","288"
"2.99","288"
"2.99","288"
"0.99","288"
"9.99","288"
"2.99","288"
"1.99","288"
"2.99","288"
"0.99","288"
"2.99","288"
"0.99","288"
"0.99","288"
"2.99","288"
"2.99","288"
"4.99","289"
"0.99","289"
"6.99","289"
"10.99","289"
"6.99","289"
"6.99","289"
"2.99","289"
"0.99","289"
"4.99","289"
"8.99","289"
"4.99","289"
"0.99","289"
"3.99","289"
"7.99","289"
"4.99","289"
"4.99","289"
"0.99","289"
"2.99","289"
"7.99","289"
"1.99","289"
"0.99","289"
"7.99","289"
"0.99","289"
"0.99","289"
"9.99","289"
"5.99","289"
"6.99","289"
"0.99","289"
"4.99","289"
"4.99","289"
"2.99","290"
"6.99","290"
"8.99","290"
"4.99","290"
"0.99","290"
"3.99","290"
"4.99","290"
"0.99","290"
"0.99","290"
"2.99","290"
"5.99","290"
"2.99","290"
"4.99","290"
"4.99","290"
"2.99","290"
"1.99","290"
"4.99","290"
"7.99","290"
"0.99","290"
"3.99","290"
"1.99","290"
"2.99","290"
"6.99","290"
"3.99","290"
"4.99","290"
"1.99","290"
"2.99","290"
"2.99","290"
"4.99","291"
"4.99","291"
"2.99","291"
"2.99","291"
"2.99","291"
"2.99","291"
"4.99","291"
"3.99","291"
"2.99","291"
"4.99","291"
"2.99","291"
"5.99","291"
"0.99","291"
"0.99","291"
"4.99","291"
"5.99","291"
"5.99","291"
"7.99","291"
"4.99","291"
"0.99","291"
"5.99","291"
"4.99","291"
"3.99","291"
"3.99","295"
"5.99","295"
"2.99","295"
"2.99","295"
"2.99","295"
"1.99","295"
"1.99","295"
"2.99","295"
"1.99","295"
"8.99","295"
"1.99","295"
"9.99","295"
"1.99","295"
"1.99","295"
"2.99","295"
"4.99","295"
"2.99","295"
"4.99","295"
"2.99","295"
"3.99","295"
"0.99","295"
"7.99","295"
"9.99","295"
"2.99","295"
"7.99","295"
"8.99","295"
"4.99","295"
"4.99","295"
"0.99","295"
"3.99","295"
"4.99","295"
"5.99","295"
"4.99","295"
"0.99","295"
"0.99","295"
"6.99","295"
"6.99","295"
"0.99","295"
"0.99","297"
"3.99","297"
"3.99","297"
"2.99","297"
"8.99","297"
"2.99","297"
"4.99","297"
"0.99","297"
"2.99","297"
"5.99","297"
"8.99","297"
"2.99","297"
"6.99","297"
"4.99","297"
"2.99","297"
"0.99","297"
"0.99","297"
"2.99","297"
"5.99","297"
"0.99","297"
"4.99","297"
"0.99","297"
"0.99","297"
"4.99","297"
"2.99","297"
"0.99","297"
"10.99","297"
"2.99","297"
"4.99","297"
"1.99","297"
"5.99","297"
"2.99","297"
"4.99","297"
"3.99","298"
"4.99","298"
"3.99","298"
"4.99","298"
"4.99","298"
"0.99","298"
"2.99","298"
"2.99","298"
"3.99","298"
"2.99","298"
"2.99","298"
"0.99","298"
"0.99","298"
"7.99","298"
"5.99","298"
"6.99","298"
"0.99","298"
"6.99","298"
"0.99","298"
"8.99","298"
"0.99","298"
"4.99","298"
"0.99","298"
"3.99","298"
"4.99","298"
"4.99","298"
"0.99","300"
"3.99","300"
"4.99","300"
"0.99","300"
"2.99","300"
"0.99","300"
"0.99","300"
"2.99","300"
"10.99","300"
"4.99","300"
"5.99","300"
"4.99","300"
"4.99","300"
"6.99","300"
"6.99","300"
"3.99","300"
"0.99","300"
"2.99","300"
"0.99","300"
"4.99","300"
"2.99","300"
"5.99","300"
"3.99","300"
"0.99","300"
"6.99","300"
"5.99","300"
"7.99","300"
"9.99","300"
"2.99","300"
"5.99","300"
"4.99","300"
"4.99","302"
"5.99","302"
"2.99","302"
"4.99","302"
"0.99","302"
"2.99","302"
"0.99","302"
"4.99","302"
"7.99","302"
"0.99","302"
"6.99","302"
"6.99","302"
"0.99","302"
"2.99","302"
"7.99","302"
"2.99","302"
"8.99","302"
"5.99","302"
"0.99","302"
"7.99","302"
"4.99","302"
"2.99","302"
"2.99","302"
"4.99","302"
"3.99","302"
"2.99","302"
"5.99","302"
"0.99","302"
"6.99","302"
"2.99","305"
"4.99","305"
"0.99","305"
"11.99","305"
"0.99","305"
"4.99","305"
"2.99","305"
"0.99","305"
"2.99","305"
"4.99","305"
"8.99","305"
"7.99","305"
"0.99","305"
"4.99","305"
"4.99","305"
"4.99","305"
"4.99","305"
"2.99","305"
"5.99","305"
"3.99","305"
"3.99","305"
"0.99","305"
"4.99","305"
"2.99","305"
"6.99","305"
"3.99","306"
"6.99","306"
"0.99","306"
"6.99","306"
"6.99","306"
"5.99","306"
"1.99","306"
"2.99","306"
"2.99","306"
"4.99","306"
"6.99","306"
"4.99","306"
"2.99","306"
"0.99","306"
"0.99","306"
"4.99","306"
"4.99","306"
"0.99","306"
"6.99","306"
"5.99","306"
"4.99","306"
"0.99","306"
"6.99","306"
"0.99","306"
"7.99","306"
"2.99","306"
"4.99","306"
"5.99","306"
"0.99","306"
"4.99","306"
"2.99","306"
"7.99","306"
"3.99","308"
"0.99","308"
"0.99","308"
"4.99","308"
"7.99","308"
"4.99","308"
"3.99","308"
"8.99","308"
"2.99","308"
"0.99","308"
"2.99","308"
"7.99","308"
"2.99","308"
"0.99","308"
"4.99","308"
"2.99","308"
"4.99","308"
"3.99","308"
"6.99","308"
"6.99","308"
"2.99","308"
"2.99","308"
"4.99","308"
"4.99","308"
"2.99","308"
"6.99","309"
"0.99","309"
"4.99","309"
"9.99","309"
"3.99","309"
"6.99","309"
"4.99","309"
"7.99","309"
"4.99","309"
"4.99","309"
"8.99","309"
"4.99","309"
"4.99","309"
"5.99","309"
"4.99","309"
"5.99","309"
"4.99","309"
"2.99","309"
"2.99","309"
"2.99","309"
"2.99","309"
"0.99","309"
"2.99","309"
"0.99","309"
"2.99","309"
"6.99","309"
"5.99","309"
"0.99","309"
"4.99","309"
"5.99","309"
"4.99","309"
"5.99","314"
"4.99","314"
"3.99","314"
"2.99","314"
"0.99","314"
"2.99","314"
"0.99","314"
"0.99","314"
"4.99","314"
"0.99","314"
"5.99","314"
"2.99","314"
"3.99","314"
"4.99","314"
"2.99","314"
"6.99","314"
"3.99","314"
"0.99","314"
"6.99","314"
"4.99","314"
"3.99","314"
"6.99","314"
"3.99","314"
"0.99","314"
"3.99","314"
"2.99","314"
"3.99","314"
"4.99","314"
"4.99","314"
"4.99","314"
"4.99","314"
"5.99","314"
"3.99","314"
"4.99","316"
"8.99","316"
"1.99","316"
"4.99","316"
"4.99","316"
"4.99","316"
"4.99","316"
"1.99","316"
"4.99","316"
"8.99","316"
"2.99","316"
"3.99","316"
"7.99","316"
"5.99","316"
"4.99","316"
"2.99","316"
"2.99","316"
"4.99","316"
"1.99","316"
"4.99","316"
"4.99","316"
"6.99","316"
"7.99","316"
"0.99","316"
"0.99","316"
"2.99","316"
"5.99","316"
"2.99","316"
"2.99","316"
"9.99","318"
"2.99","318"
"2.99","318"
"0.99","318"
"7.99","318"
"4.99","318"
"2.99","318"
"8.99","318"
"0.99","318"
"0.99","318"
"5.99","318"
"2.99","318"
"4.99","321"
"5.99","321"
"4.99","321"
"5.99","321"
"0.99","321"
"5.99","321"
"4.99","321"
"4.99","321"
"5.99","321"
"2.99","321"
"8.99","321"
"2.99","321"
"5.99","321"
"6.99","321"
"0.99","321"
"2.99","321"
"6.99","321"
"7.99","321"
"4.99","321"
"6.99","321"
"6.99","321"
"5.99","321"
"0.99","322"
"4.99","322"
"2.99","322"
"8.99","322"
"4.99","322"
"0.99","322"
"7.99","322"
"5.99","322"
"8.99","322"
"0.99","322"
"1.99","322"
"4.99","322"
"2.99","322"
"3.99","322"
"0.99","322"
"4.99","322"
"4.99","322"
"4.99","322"
"7.99","322"
"4.99","322"
"1.99","322"
"4.99","322"
"0.99","322"
"4.99","322"
"9.99","322"
"4.99","322"
"0.99","322"
"8.99","322"
"5.99","325"
"4.99","325"
"4.99","325"
"2.99","325"
"5.99","325"
"2.99","325"
"4.99","325"
"4.99","325"
"0.99","325"
"9.99","325"
"2.99","325"
"0.99","325"
"2.99","325"
"4.99","325"
"4.99","325"
"0.99","325"
"4.99","325"
"3.99","325"
"4.99","325"
"3.99","325"
"5.99","325"
"0.99","325"
"6.99","326"
"4.99","326"
"3.99","326"
"4.99","326"
"0.99","326"
"4.99","326"
"4.99","326"
"0.99","326"
"7.99","326"
"5.99","326"
"2.99","326"
"2.99","326"
"4.99","326"
"5.99","326"
"4.99","326"
"2.99","326"
"0.99","326"
"0.99","326"
"4.99","326"
"0.99","326"
"4.99","326"
"0.99","326"
"2.99","326"
"4.99","326"
"2.99","326"
"3.99","330"
"7.99","330"
"6.99","330"
"5.99","330"
"0.99","330"
"4.99","330"
"2.99","330"
"4.99","330"
"2.99","330"
"2.99","330"
"1.99","330"
"2.99","330"
"5.99","330"
"0.99","330"
"2.99","330"
"2.99","330"
"2.99","330"
"4.99","330"
"4.99","330"
"3.99","330"
"2.99","330"
"2.99","330"
"4.99","330"
"0.99","330"
"2.99","330"
"0.99","331"
"2.99","331"
"2.99","331"
"6.99","331"
"2.99","331"
"4.99","331"
"4.99","331"
"8.99","331"
"4.99","331"
"5.99","331"
"10.99","331"
"2.99","331"
"1.99","331"
"5.99","331"
"0.99","331"
"4.99","331"
"5.99","331"
"6.99","331"
"5.99","331"
"2.99","331"
"4.99","331"
"0.99","331"
"7.99","331"
"1.99","331"
"2.99","331"
"3.99","331"
"2.99","331"
"3.99","332"
"6.99","332"
"6.99","332"
"6.99","332"
"2.99","332"
"1.99","332"
"2.99","332"
"0.99","332"
"0.99","332"
"7.99","332"
"2.99","332"
"8.99","332"
"4.99","332"
"8.99","332"
"6.99","332"
"1.99","332"
"5.99","332"
"0.99","332"
"4.99","332"
"0.99","332"
"0.99","332"
"5.99","332"
"2.99","332"
"4.99","332"
"2.99","332"
"4.99","332"
"0.99","332"
"3.99","332"
"4.99","335"
"0.99","335"
"0.99","335"
"2.99","335"
"4.99","335"
"8.99","335"
"4.99","335"
"0.99","335"
"2.99","335"
"7.99","335"
"0.99","335"
"3.99","335"
"2.99","335"
"5.99","335"
"4.99","335"
"0.99","335"
"4.99","335"
"0.99","335"
"1.99","335"
"2.99","335"
"4.99","335"
"0.99","335"
"0.99","335"
"2.99","336"
"2.99","336"
"2.99","336"
"2.99","336"
"4.99","336"
"2.99","336"
"4.99","336"
"0.99","336"
"5.99","336"
"2.99","336"
"2.99","336"
"0.99","336"
"4.99","336"
"6.99","336"
"4.99","336"
"6.99","336"
"4.99","336"
"8.99","336"
"0.99","336"
"0.99","336"
"2.99","336"
"8.99","336"
"0.99","336"
"3.99","336"
"0.99","336"
"4.99","336"
"2.99","336"
"10.99","336"
"2.99","336"
"0.99","336"
"6.99","337"
"4.99","337"
"8.99","337"
"4.99","337"
"5.99","337"
"5.99","337"
"6.99","337"
"4.99","337"
"4.99","337"
"2.99","337"
"0.99","337"
"7.99","337"
"2.99","337"
"4.99","337"
"4.99","337"
"8.99","337"
"5.99","337"
"0.99","337"
"0.99","337"
"2.99","337"
"3.99","337"
"6.99","337"
"6.99","337"
"4.99","337"
"3.99","337"
"5.99","337"
"4.99","337"
"4.99","337"
"0.99","337"
"0.99","338"
"4.99","338"
"5.99","338"
"4.99","338"
"6.99","338"
"0.99","338"
"4.99","338"
"5.99","338"
"0.99","338"
"2.99","338"
"5.99","338"
"4.99","338"
"4.99","338"
"2.99","338"
"4.99","338"
"3.99","338"
"0.99","338"
"7.99","338"
"2.99","338"
"0.99","338"
"4.99","338"
"4.99","338"
"5.99","338"
"2.99","338"
"3.99","338"
"2.99","338"
"0.99","338"
"6.99","338"
"4.99","340"
"3.99","340"
"5.99","340"
"4.99","340"
"5.99","340"
"5.99","340"
"0.99","340"
"2.99","340"
"2.99","340"
"0.99","340"
"4.99","340"
"2.99","340"
"4.99","340"
"0.99","340"
"4.99","340"
"4.99","340"
"2.99","340"
"2.99","340"
"8.99","340"
"3.99","340"
"0.99","340"
"0.99","340"
"4.99","340"
"1.99","340"
"2.99","340"
"2.99","340"
"4.99","340"
"0.99","340"
"2.99","340"
"2.99","340"
"9.99","340"
"2.99","341"
"7.99","341"
"1.99","341"
"7.99","341"
"2.99","341"
"7.99","341"
"5.99","341"
"4.99","341"
"2.99","341"
"4.99","341"
"0.99","341"
"2.99","341"
"2.99","341"
"9.99","341"
"0.99","341"
"6.99","341"
"2.99","341"
"0.99","341"
"8.99","341"
"4.99","341"
"4.99","341"
"0.99","341"
"6.99","341"
"5.99","342"
"5.99","342"
"2.99","342"
"0.99","342"
"4.99","342"
"8.99","342"
"2.99","342"
"7.99","342"
"0.99","342"
"2.99","342"
"2.99","342"
"0.99","342"
"5.99","342"
"0.99","342"
"4.99","342"
"4.99","342"
"2.99","342"
"0.99","342"
"0.99","342"
"6.99","342"
"4.99","342"
"2.99","342"
"4.99","342"
"4.99","342"
"4.99","342"
"2.99","342"
"4.99","342"
"2.99","342"
"0.99","342"
"8.99","342"
"4.99","342"
"3.99","342"
"3.99","343"
"3.99","343"
"4.99","343"
"6.99","343"
"0.99","343"
"0.99","343"
"6.99","343"
"8.99","343"
"0.99","343"
"5.99","343"
"7.99","343"
"4.99","343"
"3.99","343"
"6.99","343"
"5.99","343"
"9.99","343"
"5.99","343"
"2.99","343"
"0.99","343"
"0.99","343"
"2.99","343"
"4.99","343"
"3.99","343"
"0.99","343"
"5.99","343"
"2.99","344"
"5.99","344"
"3.99","344"
"4.99","344"
"0.99","344"
"5.99","344"
"3.99","344"
"5.99","344"
"4.99","344"
"2.99","344"
"4.99","344"
"5.99","344"
"5.99","344"
"4.99","344"
"3.99","344"
"0.99","344"
"0.99","344"
"2.99","344"
"0.99","345"
"0.99","345"
"0.99","345"
"4.99","345"
"0.99","345"
"4.99","345"
"2.99","345"
"2.99","345"
"4.99","345"
"3.99","345"
"7.99","345"
"6.99","345"
"2.99","345"
"8.99","345"
"4.99","345"
"2.99","345"
"8.99","345"
"4.99","345"
"2.99","345"
"4.99","345"
"4.99","345"
"10.99","345"
"4.99","345"
"4.99","346"
"4.99","346"
"5.99","346"
"2.99","346"
"2.99","346"
"4.99","346"
"8.99","346"
"4.99","346"
"4.99","346"
"4.99","346"
"2.99","346"
"8.99","346"
"6.99","346"
"5.99","346"
"6.99","346"
"0.99","346"
"8.99","346"
"4.99","346"
"4.99","346"
"2.99","346"
"5.99","346"
"3.99","346"
"0.99","346"
"4.99","346"
"4.99","346"
"2.99","346"
"5.99","346"
"2.99","346"
"0.99","346"
"8.99","346"
"5.99","346"
"0.99","346"
"4.99","350"
"4.99","350"
"3.99","350"
"0.99","350"
"2.99","350"
"0.99","350"
"0.99","350"
"5.99","350"
"2.99","350"
"0.99","350"
"2.99","350"
"1.99","350"
"3.99","350"
"4.99","350"
"0.99","350"
"6.99","350"
"6.99","350"
"0.99","350"
"6.99","350"
"2.99","350"
"0.99","350"
"1.99","350"
"0.99","350"
"1.99","351"
"5.99","351"
"0.99","351"
"2.99","351"
"2.99","351"
"0.99","351"
"1.99","351"
"5.99","351"
"0.99","351"
"3.99","351"
"3.99","351"
"4.99","351"
"5.99","351"
"4.99","351"
"4.99","351"
"7.99","351"
"0.99","351"
"2.99","351"
"0.99","351"
"6.99","351"
"4.99","351"
"4.99","351"
"2.99","351"
"2.99","351"
"2.99","352"
"0.99","352"
"4.99","352"
"4.99","352"
"4.99","352"
"4.99","352"
"4.99","352"
"5.99","352"
"2.99","352"
"7.99","352"
"6.99","352"
"4.99","352"
"5.99","352"
"2.99","352"
"0.99","352"
"5.99","352"
"6.99","352"
"0.99","352"
"5.99","352"
"2.99","352"
"4.99","352"
"0.99","352"
"2.99","352"
"6.99","353"
"2.99","353"
"7.99","353"
"6.99","353"
"5.99","353"
"1.99","353"
"3.99","353"
"3.99","353"
"2.99","353"
"0.99","353"
"4.99","353"
"4.99","353"
"5.99","353"
"0.99","353"
"4.99","353"
"1.99","353"
"0.99","353"
"2.99","353"
"2.99","357"
"4.99","357"
"0.99","357"
"5.99","357"
"1.99","357"
"1.99","357"
"6.99","357"
"3.99","357"
"0.99","357"
"0.99","357"
"8.99","357"
"4.99","357"
"2.99","357"
"0.99","357"
"2.99","357"
"5.99","357"
"2.99","357"
"2.99","357"
"3.99","357"
"2.99","357"
"2.99","357"
"6.99","357"
"0.99","357"
"2.99","357"
"0.99","357"
"2.99","357"
"4.99","362"
"2.99","362"
"2.99","362"
"2.99","362"
"2.99","362"
"2.99","362"
"8.99","362"
"4.99","362"
"1.99","362"
"5.99","362"
"4.99","362"
"4.99","362"
"4.99","362"
"1.99","362"
"2.99","362"
"2.99","362"
"2.99","362"
"4.99","362"
"0.99","362"
"2.99","362"
"4.99","362"
"3.99","362"
"4.99","362"
"6.99","362"
"6.99","362"
"6.99","362"
"2.99","362"
"4.99","362"
"5.99","362"
"11.99","362"
"4.99","362"
"2.99","362"
"5.99","364"
"2.99","364"
"2.99","364"
"4.99","364"
"4.99","364"
"3.99","364"
"4.99","364"
"4.99","364"
"0.99","364"
"4.99","364"
"10.99","364"
"2.99","364"
"4.99","364"
"0.99","364"
"5.99","364"
"4.99","364"
"4.99","364"
"1.99","364"
"3.99","364"
"4.99","364"
"0.99","364"
"4.99","364"
"0.99","364"
"6.99","366"
"1.99","366"
"0.99","366"
"4.99","366"
"2.99","366"
"2.99","366"
"5.99","366"
"0.99","366"
"6.99","366"
"4.99","366"
"6.99","366"
"5.99","366"
"0.99","366"
"4.99","366"
"1.99","366"
"2.99","366"
"4.99","366"
"6.99","366"
"4.99","366"
"1.99","366"
"2.99","366"
"6.99","366"
"2.99","366"
"4.99","366"
"2.99","366"
"5.99","366"
"2.99","366"
"4.99","366"
"0.99","366"
"2.99","366"
"4.99","366"
"4.99","366"
"2.99","366"
"2.99","366"
"6.99","366"
"2.99","366"
"4.99","366"
"0.99","367"
"2.99","367"
"0.99","367"
"8.99","367"
"4.99","367"
"4.99","367"
"2.99","367"
"2.99","367"
"0.99","367"
"5.99","367"
"0.99","367"
"3.99","367"
"4.99","367"
"4.99","367"
"4.99","367"
"4.99","367"
"0.99","367"
"8.99","367"
"6.99","367"
"4.99","367"
"6.99","367"
"10.99","367"
"5.99","368"
"5.99","368"
"2.99","368"
"2.99","368"
"0.99","368"
"9.99","368"
"4.99","368"
"4.99","368"
"4.99","368"
"4.99","368"
"4.99","368"
"0.99","368"
"0.99","368"
"8.99","368"
"4.99","368"
"5.99","368"
"2.99","368"
"4.99","368"
"0.99","368"
"2.99","368"
"5.99","368"
"6.99","368"
"8.99","368"
"1.99","368"
"0.99","368"
"2.99","368"
"4.99","368"
"8.99","368"
"2.99","368"
"0.99","368"
"7.99","368"
"1.99","368"
"7.99","368"
"2.99","368"
"2.99","368"
"3.99","371"
"6.99","371"
"4.99","371"
"5.99","371"
"0.99","371"
"2.99","371"
"2.99","371"
"1.99","371"
"6.99","371"
"5.99","371"
"0.99","371"
"3.99","371"
"0.99","371"
"8.99","371"
"1.99","371"
"4.99","371"
"0.99","371"
"2.99","371"
"1.99","371"
"0.99","371"
"3.99","371"
