"cust_id","transaction_amount","pay_class"
"285","8.99","high"
"285","0.99","low"
"285","0.99","low"
"285","9.99","high"
"285","7.99","low"
"285","0.99","low"
"285","4.99","low"
"286","6.99","low"
"286","8.99","high"
"286","4.99","low"
"286","4.99","low"
"286","3.99","low"
"286","6.99","low"
"286","9.99","high"
"286","4.99","low"
"286","2.99","low"
"286","4.99","low"
"286","2.99","low"
"286","2.99","low"
"286","2.99","low"
"286","0.99","low"
"286","2.99","low"
"286","6.99","low"
"286","0.99","low"
"286","6.99","low"
"286","3.99","low"
"286","5.99","low"
"286","0.99","low"
"286","0.99","low"
"286","0.99","low"
"286","5.99","low"
"286","4.99","low"
"286","0.99","low"
"286","4.99","low"
"288","3.99","low"
"288","6.99","low"
"288","4.99","low"
"288","5.99","low"
"288","5.99","low"
"288","3.99","low"
"288","2.99","low"
"288","0.99","low"
"288","2.99","low"
"288","3.99","low"
"288","0.99","low"
"288","2.99","low"
"288","2.99","low"
"288","0.99","low"
"288","9.99","high"
"288","2.99","low"
"288","1.99","low"
"288","2.99","low"
"288","0.99","low"
"288","2.99","low"
"288","0.99","low"
"288","0.99","low"
"288","2.99","low"
"288","2.99","low"
"289","4.99","low"
"289","0.99","low"
"289","6.99","low"
"289","10.99","high"
"289","6.99","low"
"289","6.99","low"
"289","2.99","low"
"289","0.99","low"
"289","4.99","low"
"289","8.99","high"
"289","4.99","low"
"289","0.99","low"
"289","3.99","low"
"289","7.99","low"
"289","4.99","low"
"289","4.99","low"
"289","0.99","low"
"289","2.99","low"
"289","7.99","low"
"289","1.99","low"
"289","0.99","low"
"289","7.99","low"
"289","0.99","low"
"289","0.99","low"
"289","9.99","high"
"289","5.99","low"
"289","6.99","low"
"289","0.99","low"
"289","4.99","low"
"289","4.99","low"
"290","2.99","low"
"290","6.99","low"
"290","8.99","high"
"290","4.99","low"
"290","0.99","low"
"290","3.99","low"
"290","4.99","low"
"290","0.99","low"
"290","0.99","low"
"290","2.99","low"
"290","5.99","low"
"290","2.99","low"
"290","4.99","low"
"290","4.99","low"
"290","2.99","low"
"290","1.99","low"
"290","4.99","low"
"290","7.99","low"
"290","0.99","low"
"290","3.99","low"
"290","1.99","low"
"290","2.99","low"
"290","6.99","low"
"290","3.99","low"
"290","4.99","low"
"290","1.99","low"
"290","2.99","low"
"290","2.99","low"
"291","4.99","low"
"291","4.99","low"
"291","2.99","low"
"291","2.99","low"
"291","2.99","low"
"291","2.99","low"
"291","4.99","low"
"291","3.99","low"
"291","2.99","low"
"291","4.99","low"
"291","2.99","low"
"291","5.99","low"
"291","0.99","low"
"291","0.99","low"
"291","4.99","low"
"291","5.99","low"
"291","5.99","low"
"291","7.99","low"
"291","4.99","low"
"291","0.99","low"
"291","5.99","low"
"291","4.99","low"
"291","3.99","low"
"295","3.99","low"
"295","5.99","low"
"295","2.99","low"
"295","2.99","low"
"295","2.99","low"
"295","1.99","low"
"295","1.99","low"
"295","2.99","low"
"295","1.99","low"
"295","8.99","high"
"295","1.99","low"
"295","9.99","high"
"295","1.99","low"
"295","1.99","low"
"295","2.99","low"
"295","4.99","low"
"295","2.99","low"
"295","4.99","low"
"295","2.99","low"
"295","3.99","low"
"295","0.99","low"
"295","7.99","low"
"295","9.99","high"
"295","2.99","low"
"295","7.99","low"
"295","8.99","high"
"295","4.99","low"
"295","4.99","low"
"295","0.99","low"
"295","3.99","low"
"295","4.99","low"
"295","5.99","low"
"295","4.99","low"
"295","0.99","low"
"295","0.99","low"
"295","6.99","low"
"295","6.99","low"
"295","0.99","low"
"297","0.99","low"
"297","3.99","low"
"297","3.99","low"
"297","2.99","low"
"297","8.99","high"
"297","2.99","low"
"297","4.99","low"
"297","0.99","low"
"297","2.99","low"
"297","5.99","low"
"297","8.99","high"
"297","2.99","low"
"297","6.99","low"
"297","4.99","low"
"297","2.99","low"
"297","0.99","low"
"297","0.99","low"
"297","2.99","low"
"297","5.99","low"
"297","0.99","low"
"297","4.99","low"
"297","0.99","low"
"297","0.99","low"
"297","4.99","low"
"297","2.99","low"
"297","0.99","low"
"297","10.99","high"
"297","2.99","low"
"297","4.99","low"
"297","1.99","low"
"297","5.99","low"
"297","2.99","low"
"297","4.99","low"
"298","3.99","low"
"298","4.99","low"
"298","3.99","low"
"298","4.99","low"
"298","4.99","low"
"298","0.99","low"
"298","2.99","low"
"298","2.99","low"
"298","3.99","low"
"298","2.99","low"
"298","2.99","low"
"298","0.99","low"
"298","0.99","low"
"298","7.99","low"
"298","5.99","low"
"298","6.99","low"
"298","0.99","low"
"298","6.99","low"
"298","0.99","low"
"298","8.99","high"
"298","0.99","low"
"298","4.99","low"
"298","0.99","low"
"298","3.99","low"
"298","4.99","low"
"298","4.99","low"
"300","0.99","low"
"300","3.99","low"
"300","4.99","low"
"300","0.99","low"
"300","2.99","low"
"300","0.99","low"
"300","0.99","low"
"300","2.99","low"
"300","10.99","high"
"300","4.99","low"
"300","5.99","low"
"300","4.99","low"
"300","4.99","low"
"300","6.99","low"
"300","6.99","low"
"300","3.99","low"
"300","0.99","low"
"300","2.99","low"
"300","0.99","low"
"300","4.99","low"
"300","2.99","low"
"300","5.99","low"
"300","3.99","low"
"300","0.99","low"
"300","6.99","low"
"300","5.99","low"
"300","7.99","low"
"300","9.99","high"
"300","2.99","low"
"300","5.99","low"
"300","4.99","low"
"302","4.99","low"
"302","5.99","low"
"302","2.99","low"
"302","4.99","low"
"302","0.99","low"
"302","2.99","low"
"302","0.99","low"
"302","4.99","low"
"302","7.99","low"
"302","0.99","low"
"302","6.99","low"
"302","6.99","low"
"302","0.99","low"
"302","2.99","low"
"302","7.99","low"
"302","2.99","low"
"302","8.99","high"
"302","5.99","low"
"302","0.99","low"
"302","7.99","low"
"302","4.99","low"
"302","2.99","low"
"302","2.99","low"
"302","4.99","low"
"302","3.99","low"
"302","2.99","low"
"302","5.99","low"
"302","0.99","low"
"302","6.99","low"
"305","2.99","low"
"305","4.99","low"
"305","0.99","low"
"305","11.99","high"
"305","0.99","low"
"305","4.99","low"
"305","2.99","low"
"305","0.99","low"
"305","2.99","low"
"305","4.99","low"
"305","8.99","high"
"305","7.99","low"
"305","0.99","low"
"305","4.99","low"
"305","4.99","low"
"305","4.99","low"
"305","4.99","low"
"305","2.99","low"
"305","5.99","low"
"305","3.99","low"
"305","3.99","low"
"305","0.99","low"
"305","4.99","low"
"305","2.99","low"
"305","6.99","low"
"306","3.99","low"
"306","6.99","low"
"306","0.99","low"
"306","6.99","low"
"306","6.99","low"
"306","5.99","low"
"306","1.99","low"
"306","2.99","low"
"306","2.99","low"
"306","4.99","low"
"306","6.99","low"
"306","4.99","low"
"306","2.99","low"
"306","0.99","low"
"306","0.99","low"
"306","4.99","low"
"306","4.99","low"
"306","0.99","low"
"306","6.99","low"
"306","5.99","low"
"306","4.99","low"
"306","0.99","low"
"306","6.99","low"
"306","0.99","low"
"306","7.99","low"
"306","2.99","low"
"306","4.99","low"
"306","5.99","low"
"306","0.99","low"
"306","4.99","low"
"306","2.99","low"
"306","7.99","low"
"308","3.99","low"
"308","0.99","low"
"308","0.99","low"
"308","4.99","low"
"308","7.99","low"
"308","4.99","low"
"308","3.99","low"
"308","8.99","high"
"308","2.99","low"
"308","0.99","low"
"308","2.99","low"
"308","7.99","low"
"308","2.99","low"
"308","0.99","low"
"308","4.99","low"
"308","2.99","low"
"308","4.99","low"
"308","3.99","low"
"308","6.99","low"
"308","6.99","low"
"308","2.99","low"
"308","2.99","low"
"308","4.99","low"
"308","4.99","low"
"308","2.99","low"
"309","6.99","low"
"309","0.99","low"
"309","4.99","low"
"309","9.99","high"
"309","3.99","low"
"309","6.99","low"
"309","4.99","low"
"309","7.99","low"
"309","4.99","low"
"309","4.99","low"
"309","8.99","high"
"309","4.99","low"
"309","4.99","low"
"309","5.99","low"
"309","4.99","low"
"309","5.99","low"
"309","4.99","low"
"309","2.99","low"
"309","2.99","low"
"309","2.99","low"
"309","2.99","low"
"309","0.99","low"
"309","2.99","low"
"309","0.99","low"
"309","2.99","low"
"309","6.99","low"
"309","5.99","low"
"309","0.99","low"
"309","4.99","low"
"309","5.99","low"
"309","4.99","low"
"314","5.99","low"
"314","4.99","low"
"314","3.99","low"
"314","2.99","low"
"314","0.99","low"
"314","2.99","low"
"314","0.99","low"
"314","0.99","low"
"314","4.99","low"
"314","0.99","low"
"314","5.99","low"
"314","2.99","low"
"314","3.99","low"
"314","4.99","low"
"314","2.99","low"
"314","6.99","low"
"314","3.99","low"
"314","0.99","low"
"314","6.99","low"
"314","4.99","low"
"314","3.99","low"
"314","6.99","low"
"314","3.99","low"
"314","0.99","low"
"314","3.99","low"
"314","2.99","low"
"314","3.99","low"
"314","4.99","low"
"314","4.99","low"
"314","4.99","low"
"314","4.99","low"
"314","5.99","low"
"314","3.99","low"
"316","4.99","low"
"316","8.99","high"
"316","1.99","low"
"316","4.99","low"
"316","4.99","low"
"316","4.99","low"
"316","4.99","low"
"316","1.99","low"
"316","4.99","low"
"316","8.99","high"
"316","2.99","low"
"316","3.99","low"
"316","7.99","low"
"316","5.99","low"
"316","4.99","low"
"316","2.99","low"
"316","2.99","low"
"316","4.99","low"
"316","1.99","low"
"316","4.99","low"
"316","4.99","low"
"316","6.99","low"
"316","7.99","low"
"316","0.99","low"
"316","0.99","low"
"316","2.99","low"
"316","5.99","low"
"316","2.99","low"
"316","2.99","low"
"318","9.99","high"
"318","2.99","low"
"318","2.99","low"
"318","0.99","low"
"318","7.99","low"
"318","4.99","low"
"318","2.99","low"
"318","8.99","high"
"318","0.99","low"
"318","0.99","low"
"318","5.99","low"
"318","2.99","low"
"321","4.99","low"
"321","5.99","low"
"321","4.99","low"
"321","5.99","low"
"321","0.99","low"
"321","5.99","low"
"321","4.99","low"
"321","4.99","low"
"321","5.99","low"
"321","2.99","low"
"321","8.99","high"
"321","2.99","low"
"321","5.99","low"
"321","6.99","low"
"321","0.99","low"
"321","2.99","low"
"321","6.99","low"
"321","7.99","low"
"321","4.99","low"
"321","6.99","low"
"321","6.99","low"
"321","5.99","low"
"322","0.99","low"
"322","4.99","low"
"322","2.99","low"
"322","8.99","high"
"322","4.99","low"
"322","0.99","low"
"322","7.99","low"
"322","5.99","low"
"322","8.99","high"
"322","0.99","low"
"322","1.99","low"
"322","4.99","low"
"322","2.99","low"
"322","3.99","low"
"322","0.99","low"
"322","4.99","low"
"322","4.99","low"
"322","4.99","low"
"322","7.99","low"
"322","4.99","low"
"322","1.99","low"
"322","4.99","low"
"322","0.99","low"
"322","4.99","low"
"322","9.99","high"
"322","4.99","low"
"322","0.99","low"
"322","8.99","high"
"325","5.99","low"
"325","4.99","low"
"325","4.99","low"
"325","2.99","low"
"325","5.99","low"
"325","2.99","low"
"325","4.99","low"
"325","4.99","low"
"325","0.99","low"
"325","9.99","high"
"325","2.99","low"
"325","0.99","low"
"325","2.99","low"
"325","4.99","low"
"325","4.99","low"
"325","0.99","low"
"325","4.99","low"
"325","3.99","low"
"325","4.99","low"
"325","3.99","low"
"325","5.99","low"
"325","0.99","low"
"326","6.99","low"
"326","4.99","low"
"326","3.99","low"
"326","4.99","low"
"326","0.99","low"
"326","4.99","low"
"326","4.99","low"
"326","0.99","low"
"326","7.99","low"
"326","5.99","low"
"326","2.99","low"
"326","2.99","low"
"326","4.99","low"
"326","5.99","low"
"326","4.99","low"
"326","2.99","low"
"326","0.99","low"
"326","0.99","low"
"326","4.99","low"
"326","0.99","low"
"326","4.99","low"
"326","0.99","low"
"326","2.99","low"
"326","4.99","low"
"326","2.99","low"
"330","3.99","low"
"330","7.99","low"
"330","6.99","low"
"330","5.99","low"
"330","0.99","low"
"330","4.99","low"
"330","2.99","low"
"330","4.99","low"
"330","2.99","low"
"330","2.99","low"
"330","1.99","low"
"330","2.99","low"
"330","5.99","low"
"330","0.99","low"
"330","2.99","low"
"330","2.99","low"
"330","2.99","low"
"330","4.99","low"
"330","4.99","low"
"330","3.99","low"
"330","2.99","low"
"330","2.99","low"
"330","4.99","low"
"330","0.99","low"
"330","2.99","low"
"331","0.99","low"
"331","2.99","low"
"331","2.99","low"
"331","6.99","low"
"331","2.99","low"
"331","4.99","low"
"331","4.99","low"
"331","8.99","high"
"331","4.99","low"
"331","5.99","low"
"331","10.99","high"
"331","2.99","low"
"331","1.99","low"
"331","5.99","low"
"331","0.99","low"
"331","4.99","low"
"331","5.99","low"
"331","6.99","low"
"331","5.99","low"
"331","2.99","low"
"331","4.99","low"
"331","0.99","low"
"331","7.99","low"
"331","1.99","low"
"331","2.99","low"
"331","3.99","low"
"331","2.99","low"
"332","3.99","low"
"332","6.99","low"
"332","6.99","low"
"332","6.99","low"
"332","2.99","low"
"332","1.99","low"
"332","2.99","low"
"332","0.99","low"
"332","0.99","low"
"332","7.99","low"
"332","2.99","low"
"332","8.99","high"
"332","4.99","low"
"332","8.99","high"
"332","6.99","low"
"332","1.99","low"
"332","5.99","low"
"332","0.99","low"
"332","4.99","low"
"332","0.99","low"
"332","0.99","low"
"332","5.99","low"
"332","2.99","low"
"332","4.99","low"
"332","2.99","low"
"332","4.99","low"
"332","0.99","low"
"332","3.99","low"
"335","4.99","low"
"335","0.99","low"
"335","0.99","low"
"335","2.99","low"
"335","4.99","low"
"335","8.99","high"
"335","4.99","low"
"335","0.99","low"
"335","2.99","low"
"335","7.99","low"
"335","0.99","low"
"335","3.99","low"
"335","2.99","low"
"335","5.99","low"
"335","4.99","low"
"335","0.99","low"
"335","4.99","low"
"335","0.99","low"
"335","1.99","low"
"335","2.99","low"
"335","4.99","low"
"335","0.99","low"
"335","0.99","low"
"336","2.99","low"
"336","2.99","low"
"336","2.99","low"
"336","2.99","low"
"336","4.99","low"
"336","2.99","low"
"336","4.99","low"
"336","0.99","low"
"336","5.99","low"
"336","2.99","low"
"336","2.99","low"
"336","0.99","low"
"336","4.99","low"
"336","6.99","low"
"336","4.99","low"
"336","6.99","low"
"336","4.99","low"
"336","8.99","high"
"336","0.99","low"
"336","0.99","low"
"336","2.99","low"
"336","8.99","high"
"336","0.99","low"
"336","3.99","low"
"336","0.99","low"
"336","4.99","low"
"336","2.99","low"
"336","10.99","high"
"336","2.99","low"
"336","0.99","low"
"337","6.99","low"
"337","4.99","low"
"337","8.99","high"
"337","4.99","low"
"337","5.99","low"
"337","5.99","low"
"337","6.99","low"
"337","4.99","low"
"337","4.99","low"
"337","2.99","low"
"337","0.99","low"
"337","7.99","low"
"337","2.99","low"
"337","4.99","low"
"337","4.99","low"
"337","8.99","high"
"337","5.99","low"
"337","0.99","low"
"337","0.99","low"
"337","2.99","low"
"337","3.99","low"
"337","6.99","low"
"337","6.99","low"
"337","4.99","low"
"337","3.99","low"
"337","5.99","low"
"337","4.99","low"
"337","4.99","low"
"337","0.99","low"
"338","0.99","low"
"338","4.99","low"
"338","5.99","low"
"338","4.99","low"
"338","6.99","low"
"338","0.99","low"
"338","4.99","low"
"338","5.99","low"
"338","0.99","low"
"338","2.99","low"
"338","5.99","low"
"338","4.99","low"
"338","4.99","low"
"338","2.99","low"
"338","4.99","low"
"338","3.99","low"
"338","0.99","low"
"338","7.99","low"
"338","2.99","low"
"338","0.99","low"
"338","4.99","low"
"338","4.99","low"
"338","5.99","low"
"338","2.99","low"
"338","3.99","low"
"338","2.99","low"
"338","0.99","low"
"338","6.99","low"
"340","4.99","low"
"340","3.99","low"
"340","5.99","low"
"340","4.99","low"
"340","5.99","low"
"340","5.99","low"
"340","0.99","low"
"340","2.99","low"
"340","2.99","low"
"340","0.99","low"
"340","4.99","low"
"340","2.99","low"
"340","4.99","low"
"340","0.99","low"
"340","4.99","low"
"340","4.99","low"
"340","2.99","low"
"340","2.99","low"
"340","8.99","high"
"340","3.99","low"
"340","0.99","low"
"340","0.99","low"
"340","4.99","low"
"340","1.99","low"
"340","2.99","low"
"340","2.99","low"
"340","4.99","low"
"340","0.99","low"
"340","2.99","low"
"340","2.99","low"
"340","9.99","high"
"341","2.99","low"
"341","7.99","low"
"341","1.99","low"
"341","7.99","low"
"341","2.99","low"
"341","7.99","low"
"341","5.99","low"
"341","4.99","low"
"341","2.99","low"
"341","4.99","low"
"341","0.99","low"
"341","2.99","low"
"341","2.99","low"
"341","9.99","high"
"341","0.99","low"
"341","6.99","low"
"341","2.99","low"
"341","0.99","low"
"341","8.99","high"
"341","4.99","low"
"341","4.99","low"
"341","0.99","low"
"341","6.99","low"
"342","5.99","low"
"342","5.99","low"
"342","2.99","low"
"342","0.99","low"
"342","4.99","low"
"342","8.99","high"
"342","2.99","low"
"342","7.99","low"
"342","0.99","low"
"342","2.99","low"
"342","2.99","low"
"342","0.99","low"
"342","5.99","low"
"342","0.99","low"
"342","4.99","low"
"342","4.99","low"
"342","2.99","low"
"342","0.99","low"
"342","0.99","low"
"342","6.99","low"
"342","4.99","low"
"342","2.99","low"
"342","4.99","low"
"342","4.99","low"
"342","4.99","low"
"342","2.99","low"
"342","4.99","low"
"342","2.99","low"
"342","0.99","low"
"342","8.99","high"
"342","4.99","low"
"342","3.99","low"
"343","3.99","low"
"343","3.99","low"
"343","4.99","low"
"343","6.99","low"
"343","0.99","low"
"343","0.99","low"
"343","6.99","low"
"343","8.99","high"
"343","0.99","low"
"343","5.99","low"
"343","7.99","low"
"343","4.99","low"
"343","3.99","low"
"343","6.99","low"
"343","5.99","low"
"343","9.99","high"
"343","5.99","low"
"343","2.99","low"
"343","0.99","low"
"343","0.99","low"
"343","2.99","low"
"343","4.99","low"
"343","3.99","low"
"343","0.99","low"
"343","5.99","low"
"344","2.99","low"
"344","5.99","low"
"344","3.99","low"
"344","4.99","low"
"344","0.99","low"
"344","5.99","low"
"344","3.99","low"
"344","5.99","low"
"344","4.99","low"
"344","2.99","low"
"344","4.99","low"
"344","5.99","low"
"344","5.99","low"
"344","4.99","low"
"344","3.99","low"
"344","0.99","low"
"344","0.99","low"
"344","2.99","low"
"345","0.99","low"
"345","0.99","low"
"345","0.99","low"
"345","4.99","low"
"345","0.99","low"
"345","4.99","low"
"345","2.99","low"
"345","2.99","low"
"345","4.99","low"
"345","3.99","low"
"345","7.99","low"
"345","6.99","low"
"345","2.99","low"
"345","8.99","high"
"345","4.99","low"
"345","2.99","low"
"345","8.99","high"
"345","4.99","low"
"345","2.99","low"
"345","4.99","low"
"345","4.99","low"
"345","10.99","high"
"345","4.99","low"
"346","4.99","low"
"346","4.99","low"
"346","5.99","low"
"346","2.99","low"
"346","2.99","low"
"346","4.99","low"
"346","8.99","high"
"346","4.99","low"
"346","4.99","low"
"346","4.99","low"
"346","2.99","low"
"346","8.99","high"
"346","6.99","low"
"346","5.99","low"
"346","6.99","low"
"346","0.99","low"
"346","8.99","high"
"346","4.99","low"
"346","4.99","low"
"346","2.99","low"
"346","5.99","low"
"346","3.99","low"
"346","0.99","low"
"346","4.99","low"
"346","4.99","low"
"346","2.99","low"
"346","5.99","low"
"346","2.99","low"
"346","0.99","low"
"346","8.99","high"
"346","5.99","low"
"346","0.99","low"
"350","4.99","low"
"350","4.99","low"
"350","3.99","low"
"350","0.99","low"
"350","2.99","low"
"350","0.99","low"
"350","0.99","low"
"350","5.99","low"
"350","2.99","low"
"350","0.99","low"
"350","2.99","low"
"350","1.99","low"
"350","3.99","low"
"350","4.99","low"
"350","0.99","low"
"350","6.99","low"
"350","6.99","low"
"350","0.99","low"
"350","6.99","low"
"350","2.99","low"
"350","0.99","low"
"350","1.99","low"
"350","0.99","low"
"351","1.99","low"
"351","5.99","low"
"351","0.99","low"
"351","2.99","low"
"351","2.99","low"
"351","0.99","low"
"351","1.99","low"
"351","5.99","low"
"351","0.99","low"
"351","3.99","low"
"351","3.99","low"
"351","4.99","low"
"351","5.99","low"
"351","4.99","low"
"351","4.99","low"
"351","7.99","low"
"351","0.99","low"
"351","2.99","low"
"351","0.99","low"
"351","6.99","low"
"351","4.99","low"
"351","4.99","low"
"351","2.99","low"
"351","2.99","low"
"352","2.99","low"
"352","0.99","low"
"352","4.99","low"
"352","4.99","low"
"352","4.99","low"
"352","4.99","low"
"352","4.99","low"
"352","5.99","low"
"352","2.99","low"
"352","7.99","low"
"352","6.99","low"
"352","4.99","low"
"352","5.99","low"
"352","2.99","low"
"352","0.99","low"
"352","5.99","low"
"352","6.99","low"
"352","0.99","low"
"352","5.99","low"
"352","2.99","low"
"352","4.99","low"
"352","0.99","low"
"352","2.99","low"
"353","6.99","low"
"353","2.99","low"
"353","7.99","low"
"353","6.99","low"
"353","5.99","low"
"353","1.99","low"
"353","3.99","low"
"353","3.99","low"
"353","2.99","low"
"353","0.99","low"
"353","4.99","low"
"353","4.99","low"
"353","5.99","low"
"353","0.99","low"
"353","4.99","low"
"353","1.99","low"
"353","0.99","low"
"353","2.99","low"
"357","2.99","low"
"357","4.99","low"
"357","0.99","low"
"357","5.99","low"
"357","1.99","low"
"357","1.99","low"
"357","6.99","low"
"357","3.99","low"
"357","0.99","low"
"357","0.99","low"
"357","8.99","high"
"357","4.99","low"
"357","2.99","low"
"357","0.99","low"
"357","2.99","low"
"357","5.99","low"
"357","2.99","low"
"357","2.99","low"
"357","3.99","low"
"357","2.99","low"
"357","2.99","low"
"357","6.99","low"
"357","0.99","low"
"357","2.99","low"
"357","0.99","low"
"357","2.99","low"
"362","4.99","low"
"362","2.99","low"
"362","2.99","low"
"362","2.99","low"
"362","2.99","low"
"362","2.99","low"
"362","8.99","high"
"362","4.99","low"
"362","1.99","low"
"362","5.99","low"
"362","4.99","low"
"362","4.99","low"
"362","4.99","low"
"362","1.99","low"
"362","2.99","low"
"362","2.99","low"
"362","2.99","low"
"362","4.99","low"
"362","0.99","low"
"362","2.99","low"
"362","4.99","low"
"362","3.99","low"
"362","4.99","low"
"362","6.99","low"
"362","6.99","low"
"362","6.99","low"
"362","2.99","low"
"362","4.99","low"
"362","5.99","low"
"362","11.99","high"
"362","4.99","low"
"362","2.99","low"
"364","5.99","low"
"364","2.99","low"
"364","2.99","low"
"364","4.99","low"
"364","4.99","low"
"364","3.99","low"
"364","4.99","low"
"364","4.99","low"
"364","0.99","low"
"364","4.99","low"
"364","10.99","high"
"364","2.99","low"
"364","4.99","low"
"364","0.99","low"
"364","5.99","low"
"364","4.99","low"
"364","4.99","low"
"364","1.99","low"
"364","3.99","low"
"364","4.99","low"
"364","0.99","low"
"364","4.99","low"
"364","0.99","low"
"366","6.99","low"
"366","1.99","low"
"366","0.99","low"
"366","4.99","low"
"366","2.99","low"
"366","2.99","low"
"366","5.99","low"
"366","0.99","low"
"366","6.99","low"
"366","4.99","low"
"366","6.99","low"
"366","5.99","low"
"366","0.99","low"
"366","4.99","low"
"366","1.99","low"
"366","2.99","low"
"366","4.99","low"
"366","6.99","low"
"366","4.99","low"
"366","1.99","low"
"366","2.99","low"
"366","6.99","low"
"366","2.99","low"
"366","4.99","low"
"366","2.99","low"
"366","5.99","low"
"366","2.99","low"
"366","4.99","low"
"366","0.99","low"
"366","2.99","low"
"366","4.99","low"
"366","4.99","low"
"366","2.99","low"
"366","2.99","low"
"366","6.99","low"
"366","2.99","low"
"366","4.99","low"
"367","0.99","low"
"367","2.99","low"
"367","0.99","low"
"367","8.99","high"
"367","4.99","low"
"367","4.99","low"
"367","2.99","low"
"367","2.99","low"
"367","0.99","low"
"367","5.99","low"
"367","0.99","low"
"367","3.99","low"
"367","4.99","low"
"367","4.99","low"
"367","4.99","low"
"367","4.99","low"
"367","0.99","low"
"367","8.99","high"
"367","6.99","low"
"367","4.99","low"
"367","6.99","low"
"367","10.99","high"
"368","5.99","low"
"368","5.99","low"
"368","2.99","low"
"368","2.99","low"
"368","0.99","low"
"368","9.99","high"
"368","4.99","low"
"368","4.99","low"
"368","4.99","low"
"368","4.99","low"
"368","4.99","low"
"368","0.99","low"
"368","0.99","low"
"368","8.99","high"
"368","4.99","low"
"368","5.99","low"
"368","2.99","low"
"368","4.99","low"
"368","0.99","low"
"368","2.99","low"
"368","5.99","low"
"368","6.99","low"
"368","8.99","high"
"368","1.99","low"
"368","0.99","low"
"368","2.99","low"
"368","4.99","low"
"368","8.99","high"
"368","2.99","low"
"368","0.99","low"
"368","7.99","low"
"368","1.99","low"
"368","7.99","low"
"368","2.99","low"
"368","2.99","low"
"371","3.99","low"
"371","6.99","low"
"371","4.99","low"
"371","5.99","low"
"371","0.99","low"
"371","2.99","low"
"371","2.99","low"
"371","1.99","low"
"371","6.99","low"
"371","5.99","low"
"371","0.99","low"
"371","3.99","low"
"371","0.99","low"
"371","8.99","high"
"371","1.99","low"
"371","4.99","low"
"371","0.99","low"
"371","2.99","low"
"371","1.99","low"
"371","0.99","low"
"371","3.99","low"
"371","4.99","low"
"371","4.99","low"
"371","8.99","high"
"371","0.99","low"
"371","10.99","high"
"371","9.99","high"
"371","7.99","low"
"371","2.99","low"
"371","3.99","low"
"371","4.99","low"
"371","4.99","low"
"371","2.99","low"
"371","0.99","low"
"371","2.99","low"
"373","4.99","low"
"373","6.99","low"
"373","2.99","low"
"373","2.99","low"
"373","4.99","low"
"373","7.99","low"
"373","5.99","low"
"373","3.99","low"
"373","0.99","low"
"373","4.99","low"
"373","0.99","low"
"373","3.99","low"
"373","0.99","low"
"373","3.99","low"
"373","8.99","high"
"373","4.99","low"
"373","0.99","low"
"373","4.99","low"
"373","6.99","low"
"373","4.99","low"
"373","5.99","low"
"373","7.99","low"
"373","7.99","low"
"373","3.99","low"
"373","3.99","low"
"373","5.99","low"
"373","5.99","low"
"373","7.99","low"
"373","0.99","low"
"373","2.99","low"
"373","3.99","low"
"373","2.99","low"
"373","6.99","low"
"373","3.99","low"
"373","0.99","low"
"376","0.99","low"
"376","0.99","low"
"376","0.99","low"
"376","2.99","low"
"376","0.99","low"
"376","8.99","high"
"376","3.99","low"
"376","5.99","low"
"376","4.99","low"
"376","4.99","low"
"376","6.99","low"
"376","8.99","high"
"376","2.99","low"
"376","2.99","low"
"376","5.99","low"
"376","4.99","low"
"376","2.99","low"
"376","0.99","low"
"376","3.99","low"
"376","3.99","low"
"376","4.99","low"
"376","4.99","low"
"376","4.99","low"
"376","0.99","low"
"376","0.99","low"
"376","4.99","low"
"376","4.99","low"
"376","2.99","low"
"377","3.99","low"
"377","1.99","low"
"377","0.99","low"
"377","2.99","low"
"377","4.99","low"
"377","2.99","low"
"377","0.99","low"
"377","0.99","low"
"377","0.99","low"
"377","7.99","low"
"377","1.99","low"
"377","10.99","high"
"377","4.99","low"
"377","3.99","low"
"377","0.99","low"
"377","4.99","low"
"377","8.99","high"
"377","3.99","low"
"377","2.99","low"
"377","1.99","low"
"377","4.99","low"
"377","2.99","low"
"377","0.99","low"
"377","0.99","low"
"377","0.99","low"
"377","7.99","low"
"378","0.99","low"
"378","4.99","low"
"378","5.99","low"
"378","7.99","low"
"378","4.99","low"
"378","4.99","low"
"378","0.99","low"
"378","1.99","low"
"378","1.99","low"
"378","0.99","low"
"378","2.99","low"
"378","3.99","low"
"378","2.99","low"
"378","4.99","low"
"378","4.99","low"
"378","2.99","low"
"378","4.99","low"
"378","4.99","low"
"378","2.99","low"
"379","4.99","low"
"379","4.99","low"
"379","8.99","high"
"379","5.99","low"
"379","2.99","low"
"379","4.99","low"
"379","2.99","low"
"379","4.99","low"
"379","7.99","low"
"379","4.99","low"
"379","4.99","low"
"379","3.99","low"
"379","4.99","low"
"379","0.99","low"
"379","7.99","low"
"379","0.99","low"
"379","5.99","low"
"379","2.99","low"
"379","0.99","low"
"379","4.99","low"
"379","4.99","low"
"379","4.99","low"
"379","3.99","low"
"380","3.99","low"
"380","3.99","low"
"380","2.99","low"
"380","3.99","low"
"380","2.99","low"
"380","4.99","low"
"380","1.99","low"
"380","1.99","low"
"380","4.99","low"
"380","2.99","low"
"380","4.99","low"
"380","2.99","low"
"380","4.99","low"
"380","0.99","low"
"380","8.99","high"
